Zip Code,Median Household income 
55932,82321
55933,86875
55934,81979
55935,77083
55936,74539
55939,53654
55940,80294
55941,72321
55943,71094
55944,75664
55945,76111
55946,72452
55947,69018
55949,73026
55950,35750
55951,62031
55952,72045
55953,67955
55954,60521
55955,109226
55956,82450
55957,74063
55959,62500
55960,111875
55961,74583
55962,65625
55963,83214
55964,76509
55965,64886
55967,85625
55968,61250
55969,72292
55970,69375
55971,66964
55972,74575
55973,88125
55974,59125
55975,72614
55976,76404
55977,70833
55979,71250
55981,67478
55982,73125
55983,70893
55985,73375
55987,70510
55990,64688
55991,80625
55992,76029
56001,73861
56003,71430
56007,58542
56009,71136
56010,75568
56011,84250
56013,62500
56014,55938
56016,63125
56017,74620
56019,75625
56020,54250
56021,75192
56022,43333
56023,62656
56024,80234
56025,73281
56026,75972
56027,50000
56028,83906
56029,58750
56031,62219
56032,52000
56033,54688
56034,58750
56035,63661
56036,65662
56037,79438
56039,72250
56041,76250
56042,61607
56043,62857
56044,79297
56045,59000
56046,39688
56047,68750
56048,75844
56050,65682
56051,59125
56052,72500
56054,74712
56055,77891
56056,106250
56057,74643
56058,71250
56060,59688
56062,67847
56063,85972
56065,62989
56068,68958
56069,79837
56071,94643
56072,63846
56073,75212
56074,80347
56075,58125
56078,79500
56080,79444
56081,60833
56082,75391
56083,61875
56085,65889
56087,63229
56088,60547
56089,36250
56090,69375
56091,71563
56093,68547
56096,65781
56097,58233
56098,62708
56101,62031
56110,70000
56111,80833
56113,70625
56114,65500
56115,68295
56116,67500
56117,77500
56118,62031
56119,87768
56120,60250
56121,56875
56122,67500
56123,66000
56125,48438
56127,72500
56128,63681
56129,57375
56131,68833
56132,65750
56134,60000
56136,57125
56137,70109
56138,63542
56139,78333
56140,51250
56141,53750
56142,60625
56143,65801
56144,65909
56145,61250
56146,41429
56147,63333
56149,65833
56150,72969
56151,76607
56152,59167
56153,75625
56155,66667
56156,64784
56157,77333
56158,52500
56159,49779
56160,75625
56161,59688
56162,55000
56164,58170
56165,61250
56166,51875
56167,66250
56168,68611
56169,78214
56170,60000
56171,67991
56172,69167
56173,55000
56174,66458
56175,62130
56176,62222
56177,-
56178,67250
56180,59861
56181,50714
56183,64453
56185,58056
56186,52500
56187,58846
56201,59516
56207,65000
56208,47208
56209,71083
56210,-
56211,76458
56212,70625
56214,64063
56215,63438
56216,73438
56218,76786
56219,61304
56220,62813
56221,51250
56222,66607
56223,61324
56224,68750
56225,63333
56226,76429
56227,66000
56228,54861
56229,68000
56230,54375
56231,79167
56232,59545
56235,74688
56236,73750
56237,61442
56239,88750
56240,71250
56241,65677
56243,64722
56244,68250
56245,66429
56248,51875
56249,70313
56251,60795
56252,71094
56253,75688
56255,73750
56256,64048
56257,53125
56258,73319
56260,59625
56262,57614
56263,77188
56264,68750
56265,75223
56266,66406
56267,76681
56270,56250
56271,66818
56273,75750
56274,101875
56276,55313
56277,82500
56278,61131
56279,70139
56280,75833
56281,72375
56282,70000
56283,66354
56284,61776
56285,73375
56287,60000
56288,81174
56289,77500
56291,65000
56292,50000
56293,71000
56294,73750
56295,74583
56296,64583
56297,71932
56301,66404
56303,64768
56304,54806
56307,79420
56308,74358
56309,61786
56310,81175
56311,59375
56312,66417
56313,46250
56314,66875
56315,72143
56316,61429
56318,72768
56319,75714
56320,76306
56321,-
56323,55625
56324,72946
56325,63333
56326,66667
56327,82188
56328,55208
56329,74710
56330,70074
56331,73750
56332,70813
56334,70577
56335,51458
56336,66000
56338,60357
56339,59091
56340,70625
56342,54583
56343,64659
56345,69462
56347,56588
56349,80417
56350,50833
56352,64907
56353,60716
56354,68472
56355,62500
56356,54583
56357,70750
56358,63558
56359,53664
56360,56652
56361,57000
56362,65343
56363,49375
56364,63472
56367,74250
56368,71141
56369,-
56371,65313
56373,64410
56374,80536
56375,78393
56376,64375
56377,92212
56378,65101
56379,62956
56381,66691
56382,58281
56384,42321
56385,66875
56386,44886
56387,52534
56389,67917
56401,63118
56425,72224
56431,56815
56433,55694
56434,54821
56435,51225
56436,57708
56437,52788
56438,60156
56440,53250
56441,51951
56442,77375
56443,52589
56444,61944
56446,61000
56447,54167
56448,53750
56449,71250
56450,46563
56452,55469
56453,52375
56455,63750
56456,46250
56458,64063
56461,62656
56464,56250
56465,61400
56466,47257
56467,62375
56468,74167
56469,61875
56470,62523
56472,62167
56473,60809
56474,55139
56475,62679
56477,52171
56479,52326
56481,54079
56482,51559
56484,54188
56501,68730
56510,65938
56511,72500
56514,84597
56515,66452
56516,61071
56517,61875
56518,48125
56519,66071
56520,60550
56521,59625
56522,63125
56523,73456
56524,51250
56525,54583
56527,49318
56528,63942
56529,74208
56531,70375
56533,73000
56534,58875
56535,62500
56536,71250
56537,72382
56540,63618
56541,-
56542,63690
56543,62500
56544,65864
56545,67344
56546,83750
56547,89050
56548,55313
56549,84806
56550,53542
56551,56481
56552,72500
56553,91875
56554,74938
56556,64191
56557,51905
56560,72954
56565,75625
56566,32813
56567,60750
56568,55250
56569,47500
56570,60875
56571,62045
56572,61324
56573,71217
56574,69306
56575,34063
56576,60625
56577,-
56578,67500
56579,65417
56580,79583
56581,54063
56583,76250
56584,61648
56585,73462
56586,68264
56587,70781
56588,63393
56589,55833
56590,63750
56591,36136
56592,48500
56593,-
56594,75179
56601,62329
56621,52965
56623,61000
56626,34583
56627,45357
56628,58977
56629,78125
56630,49844
56633,42594
56634,63214
56636,52696
56637,55000
56639,57500
56641,43750
56644,51875
56646,61875
56647,63092
56649,67500
56650,53636
56651,53438
56652,59063
56653,59333
56654,65938
56655,52083
56657,37200
56658,-
56659,50000
56660,55000
56661,46250
56662,55833
56663,43906
56666,27917
56667,57813
56668,59861
56669,46375
56670,31250
56671,35192
56672,50461
56673,72500
56676,61094
56678,57500
56680,49250
56681,45750
56683,61944
56684,51250
56685,65625
56686,63750
56687,78750
56688,44583
56701,66954
56710,61786
56711,-
56713,75781
56714,60060
56715,78750
56716,72500
56720,-
56721,80580
56722,62396
56723,95250
56724,57000
56725,69107
56726,62717
56727,65938
56728,91875
56729,42250
56731,87750
56732,55469
56733,64375
56734,71250
56735,63750
56736,71875
56737,55893
56738,68333
56741,-
56742,55714
56744,72708
56748,71458
56750,71950
56751,71750
56754,76563
56755,65000
56756,64375
56757,75000
56758,61375
56759,66000
56760,71250
56761,62917
56762,71520
56763,66250
57001,58068
57002,70795
57003,81319
57004,75625
57005,91567
57006,76269
57010,101136
57012,75917
57013,71607
57014,65469
57015,83068
57016,81000
57017,71581
57018,67404
57020,88125
57021,86435
57022,76528
57024,63958
57025,76641
57026,69688
57027,-
57028,59250
57029,64464
57030,87083
57031,79327
57032,81879
57033,83095
57034,76667
57035,65938
57036,70208
57037,58672
57038,97500
57039,82054
57040,46250
57041,71852
57042,73477
57043,60000
57045,48750
57046,79904
57047,41071
57048,67500
57049,98667
57050,63571
57051,58281
57052,77083
57053,70521
57054,74688
57055,87232
57057,86875
57058,70313
57059,72083
57061,-
57062,57500
57063,66583
57064,83459
57065,62330
57066,59625
57067,71985
57068,78421
57069,59702
57070,62292
57071,78092
57072,86010
57073,57000
57075,86635
57076,75278
57077,68942
57078,62764
57103,72189
57104,45104
57105,67272
57106,74348
57107,66599
57108,108952
57110,78882
57117,-
57197,-
57201,68581
57212,68750
57213,71667
57214,51875
57216,59821
57217,60833
57218,75875
57219,62500
57220,56250
57221,51731
57223,72935
57224,52000
57225,70114
57226,69131
57227,79306
57231,66131
57232,76000
57233,56250
57234,62266
57235,74107
57236,70625
57237,53393
57238,71412
57239,71667
57241,60417
57242,80625
57243,70673
57245,81250
57246,77083
57247,105703
57248,66875
57249,64167
57251,43000
57252,62806
57255,47500
57256,52813
57257,53056
57258,45250
57259,71458
57260,70938
57261,58333
57262,50900
57263,77917
57264,71250
57265,83333
57266,50547
57268,55938
57269,61618
57270,50263
57271,67083
57272,61250
57273,45463
57274,53333
57276,65000
57278,61042
57279,67143
57301,60167
57311,74018
57312,58125
57313,55550
57314,64375
57315,66250
57317,71000
57319,64063
57321,73542
57322,60313
57323,61250
57324,65278
57325,58214
57328,70938
57329,56607
57330,67000
57331,68917
57332,77750
57334,66667
57335,48750
57337,27750
57339,29464
57340,55000
57341,-
57342,79844
57344,76563
57345,76818
57346,-
57348,76000
57349,62500
57350,61535
57353,70938
57355,58958
57356,35313
57358,60750
57359,76250
57361,35750
57362,70662
57363,57125
57364,-
57365,56250
57366,69375
57367,64688
57368,54779
57369,63750
57370,55875
57371,72917
57373,83472
57374,57500
57375,59444
57376,51875
57379,61250
57380,50750
57381,56750
57382,63203
57383,64583
57384,73750
57385,58750
57386,98542
57401,67247
57420,21750
57421,70833
57422,45446
57424,75750
57426,56250
57427,130107
57428,69167
57429,-
57430,68333
57432,54688
57433,62292
57434,-
57435,74167
57436,63750
57437,58438
57438,82500
57439,-
57440,63542
57441,72396
57442,60000
57445,77083
57446,75694
57448,53875
57449,-
57450,56786
57451,85375
57452,49375
57454,62250
57455,39250
57456,60000
57457,91875
57460,87083
57461,106667
57465,98750
57466,75893
57467,57813
57468,82250
57469,55000
57470,87188
57471,51500
57472,66667
57473,-
57474,58125
57475,50893
57476,68750
57477,95417
57479,93125
57481,75972
57501,87919
57520,67143
57521,-
57522,60313
57523,58869
57528,55000
57529,49625
57531,50536
57532,70398
57533,55302
57534,100385
57536,49583
57537,69250
57538,62292
57540,-
57541,-
57543,62292
57544,79375
57547,-
57548,31842
57551,52604
57552,39250
57553,39375
57555,30494
57559,51513
57560,13250
57562,44250
57563,26786
57564,72857
57566,26058
57567,50972
57568,68214
57569,65313
57570,34659
57571,55417
57572,20655
57574,66667
57576,62188
57577,31528
57579,37738
57580,60636
57584,54375
57585,50938
57601,67016
57620,62500
57621,16000
57622,13281
57623,49583
57625,41594
57626,50694
57630,46250
57631,60938
57632,62083
57633,57917
57634,43409
57636,25417
57638,61094
57639,15250
57640,-
57641,56250
57642,27778
57644,83333
57645,44375
57646,74375
57648,67250
57649,77917
57650,-
57651,38333
57652,27344
57656,59375
57657,74063
57658,23750
57660,-
57661,77500
57701,50761
57702,80720
57703,63980
57706,50843
57714,34336
57716,51250
57717,52731
57718,61688
57719,52434
57720,69000
57722,118144
57724,66250
57725,57794
57730,65789
57732,65680
57735,51458
57738,60625
57741,-
57744,73313
57745,65192
57747,67333
57748,43542
57750,48807
57751,57981
57752,31620
57754,53713
57755,55417
57756,23667
57758,-
57759,-
57760,65357
57761,76667
57762,56953
57763,59375
57764,23984
57766,82031
57767,96667
57769,71353
57770,30402
57772,22895
57773,97500
57775,74375
57776,-
57779,-
57780,90750
57782,-
57783,67105
57785,66618
57787,41319
57788,86250
57790,67692
57791,74375
57792,104028
57793,69792
57794,13227
57799,-
58001,141250
58002,-
58004,88750
58005,103077
58006,75147
58007,70000
58008,89375
58009,-
58011,72917
58012,78864
58013,46429
58015,84750
58016,106250
58017,64167
58018,108125
58021,66875
58027,72500
58029,77708
58030,61813
58031,69688
58032,80750
58033,79219
58035,68194
58036,80000
58038,86667
58040,77188
58041,75536
58042,103580
58043,61750
58045,81786
58046,72969
58047,107000
58048,81458
58049,78188
58051,92083
58052,69107
58053,59659
58054,70357
58056,93750
58057,45417
58058,36563
58059,80972
58060,72031
58061,84000
58062,90833
58063,53750
58064,78068
58065,41750
58067,85114
58068,60208
58069,63333
58071,73750
58072,76750
58075,73838
58076,-
58077,74044
58078,85678
58079,115227
58081,74091
58102,71768
58103,54300
58104,93083
58105,-
58201,75386
58202,-
58203,61785
58204,44597
58205,-
58210,65000
58212,72500
58214,74444
58216,66250
58218,82337
58219,63125
58220,74000
58222,63125
58223,81875
58224,55750
58225,76750
58227,80288
58228,67656
58229,115250
58230,63565
58231,76667
58233,71250
58235,80250
58237,60500
58238,88333
58239,-
58240,59722
58241,63984
58243,87500
58244,83750
58249,78932
58250,68333
58251,59095
58254,75313
58256,84306
58257,82734
58258,116250
58259,75625
58260,-
58261,64107
58262,-
58265,84375
58266,56250
58267,79773
58269,62500
58270,72083
58271,88229
58272,56750
58273,49107
58274,97500
58275,83036
58276,71250
58277,61250
58278,95250
58281,98875
58282,53281
58301,67609
58311,103750
58316,42075
58317,99167
58318,77955
58321,59750
58323,"250,000+"
58324,70313
58325,-
58327,90833
58329,37000
58330,79000
58331,54000
58332,46923
58335,24063
58338,118750
58339,-
58341,62634
58343,74000
58344,72875
58345,58750
58346,64444
58348,69286
58351,73333
58352,81875
58353,93750
58355,84659
58356,68125
58357,40536
58361,68750
58362,-
58363,86538
58365,70375
58366,66917
58367,69107
58368,56579
58369,63292
58370,40208
58372,95313
58374,41250
58377,67404
58379,40625
58380,62321
58381,61563
58382,60208
58384,43750
58385,71250
58386,91250
58401,67928
58402,-
58405,-
58413,55875
58415,88125
58416,88333
58418,61944
58420,96500
58421,70735
58422,81406
58423,47083
58424,90268
58425,71875
58426,90486
58428,57115
58429,69167
58430,69306
58431,43438
58433,71136
58436,59712
58438,83125
58439,76985
58440,63750
58441,71500
58442,52188
58443,59063
58444,55625
58445,61750
58448,67000
58451,64844
58452,-
58454,60125
58455,64063
58456,75500
58458,66875
58460,52813
58461,67778
58463,47917
58464,42500
58466,66125
58467,68281
58472,90357
58474,71546
58475,79063
58476,88250
58477,67083
58478,66250
58479,91250
58480,82500
58481,56071
58482,62604
58483,75417
58484,58750
58486,90078
58487,77500
58488,70781
58490,110833
58492,80156
58494,51667
58495,65774
58496,107917
58497,90234
58501,81471
58503,99840
58504,81735
58505,-
58520,51000
58521,90729
58523,91054
58524,49375
58528,29375
58529,75625
58530,77708
58531,72375
58532,74375
58533,56458
58535,89219
58538,40521
58540,77783
58541,76250
58542,67917
58544,75375
58545,86346
58549,66250
58552,50833
58554,84642
58558,83162
58559,80227
58560,57500
58561,80000
58562,77656
58563,79583
58564,-
58565,56250
58566,106250
58568,48750
58569,78906
58570,66583
58571,73000
58572,80469
58573,82750
58575,63250
58576,68000
58577,78281
58579,82750
58580,82159
58581,67500
58601,98833
58620,73036
58621,67212
58622,72014
58623,82000
58625,82500
58626,104500
58627,60417
58630,44492
58631,63750
58632,65938
58634,129750
58636,64583
58638,70625
58639,70536
58640,85260
58641,-
58642,83456
58643,-
58645,116250
58646,59167
58647,72656
58649,56563
58650,66406
58651,101250
58652,95781
58653,82000
58654,77917
58655,77955
58656,85104
58701,81656
58702,-
58703,84349
58704,41602
58705,-
58707,-
58710,72083
58711,76563
58712,42917
58713,73000
58716,46250
58718,72813
58721,81250
58722,82171
58723,41250
58725,90833
58727,72500
58730,86339
58731,78750
58733,80833
58734,86161
58735,82083
58736,64583
58737,48750
58740,83542
58741,68750
58744,77292
58746,84545
58748,76667
58750,85795
58752,106250
58755,75125
58756,68125
58757,38958
58758,68542
58759,78000
58760,53750
58761,92083
58762,102000
58763,64583
58765,71296
58768,95625
58769,57500
58770,82656
58771,75536
58772,60833
58773,90114
58775,60938
58776,98125
58778,92188
58779,53125
58781,86250
58782,85000
58783,75000
58784,90469
58785,89231
58787,71563
58788,88750
58789,62232
58790,86563
58792,71250
58793,58125
58794,58750
58795,79688
58801,103824
58830,173036
58831,98000
58833,-
58835,102813
58838,133750
58843,65833
58844,60313
58845,70000
58847,143929
58849,75625
58852,92000
58853,-
58854,113349
58856,121875
59001,73750
59002,35000
59003,48750
59006,60000
59007,-
59008,56250
59010,54167
59011,63955
59012,63333
59013,100481
59014,66250
59015,76094
59016,55795
59018,58625
59019,73289
59020,51563
59022,36406
59024,50875
59025,76250
59026,82083
59027,52560
59028,55625
59029,57361
59030,69333
59031,43750
59032,44531
59033,76875
59034,57000
59035,51071
59036,43250
59037,65714
59038,47308
59039,36250
59041,65125
59043,32917
59044,70997
59046,48214
59047,63750
59050,42431
59052,69375
59053,46471
59054,41875
59055,60625
59057,43125
59058,59167
59059,42500
59061,63750
59062,-
59063,92734
59064,-
59065,46667
59066,48750
59067,69500
59068,61522
59069,56563
59070,70060
59071,126875
59072,53793
59074,50179
59075,112708
59076,41250
59077,112639
59078,33611
59079,77740
59081,-
59082,-
59085,35313
59086,54500
59087,55000
59088,66111
59089,50313
59101,57473
59102,68829
59105,74067
59106,98509
59201,53793
59211,75750
59212,77500
59213,41250
59214,50000
59215,55714
59217,83902
59218,82917
59219,82750
59221,70313
59222,66250
59223,83095
59225,29844
59226,70625
59230,64063
59231,49154
59240,44000
59241,37813
59242,136042
59243,56875
59244,66250
59247,71667
59248,59583
59250,41250
59252,82000
59253,50673
59254,74750
59255,32135
59256,-
59257,-
59258,54688
59259,56563
59260,85417
59261,53472
59262,66250
59263,75938
59270,76076
59274,51442
59275,68125
59276,-
59301,68085
59311,45833
59312,-
59313,73125
59314,87639
59315,63438
59317,60526
59318,45500
59322,40417
59323,96154
59324,66111
59326,32768
59327,66912
59330,67833
59332,67000
59333,-
59336,70833
59337,62981
59338,78750
59339,71250
59343,45625
59344,54167
59347,58333
59349,55588
59351,39063
59353,49750
59354,-
59401,54479
59404,67144
59405,55505
59410,57188
59411,20096
59412,66875
59414,44375
59416,63571
59417,30917
59418,-
59419,-
59420,100179
59421,52039
59422,61897
59424,61250
59425,58125
59427,60789
59430,63846
59432,45000
59433,60313
59434,57813
59436,67500
59440,67143
59441,61250
59442,65132
59443,40625
59444,35000
59446,51250
59447,54464
59448,32750
59450,66667
59451,35625
59452,68281
59453,73125
59454,53500
59456,"2,500-"
59457,51195
59460,21000
59461,-
59462,57500
59463,53984
59464,57813
59465,55000
59466,70938
59467,40833
59468,74000
59469,47188
59471,51667
59472,52917
59474,55028
59477,39833
59479,58304
59480,58438
59482,72500
59483,71176
59484,69531
59485,89167
59486,65938
59487,63750
59489,51875
59501,59599
59520,66146
59521,33065
59522,65000
59523,60481
59524,38625
59525,48750
59526,38542
59527,35429
59528,44844
59529,39205
59530,31477
59531,48929
59532,47679
59535,55625
59537,-
59538,52807
59540,59444
59542,53438
59544,61250
59545,-
59546,-
59547,58750
59601,73915
59602,78383
59631,54643
59632,51250
59633,85804
59634,102989
59635,71028
59636,-
59638,90625
59639,40431
59640,79375
59642,-
59643,-
59644,60667
59645,43403
59647,-
59648,56818
59701,56837
59703,80625
59710,64375
59711,55534
59713,42917
59714,72018
59715,79688
59716,87054
59718,77428
59720,-
59721,69107
59722,54904
59724,98125
59725,60977
59727,66875
59728,76250
59729,60972
59730,74491
59731,48333
59732,-
59733,57083
59735,39583
59736,48750
59739,42500
59740,-
59741,70250
59743,50625
59745,32750
59746,70938
59747,-
59748,79375
59749,61875
59750,62500
59751,-
59752,63242
59754,53095
59755,41944
59756,-
59758,65208
59759,52500
59760,50625
59761,53125
59762,73750
59801,52713
59802,69871
59803,81815
59804,67188
59808,75000
59820,55417
59821,55525
59823,56923
59824,57938
59825,60521
59826,52500
59827,42250
59828,62105
59829,43889
59830,-
59831,32375
59832,54196
59833,75593
59834,48026
59837,67188
59840,49484
59841,38304
59842,-
59843,37500
59844,44688
59845,34375
59846,67250
59847,63205
59848,56058
59851,57321
59853,51000
59854,51250
59855,25833
59856,46250
59858,52188
59859,43850
59860,56633
59863,-
59864,47275
59865,43359
59866,-
59867,-
59868,45926
59870,54716
59871,44750
59872,59625
59873,32287
59874,49102
59875,50738
59901,59775
59910,49643
59911,60946
59912,56250
59913,-
59914,68542
59915,28452
59916,35000
59917,34279
59918,43909
59919,-
59920,66827
59922,70795
59923,53636
59925,53523
59926,40885
59927,56500
59928,52679
59929,36771
59930,46176
59931,68333
59932,58936
59933,-
59934,60096
59935,42500
59936,63750
59937,72708
60002,90280
60004,104847
60005,95750
60007,91261
60008,79036
60010,152246
60012,133798
60013,108044
60014,97032
60015,160954
60016,73660
60018,65021
60020,69634
60021,104773
60022,216089
60025,114342
60026,142299
60029,170250
60030,101271
60031,102667
60033,59245
60034,66563
60035,161044
60040,77571
60041,69502
60042,81328
60043,"250,000+"
60044,137539
60045,207708
60046,99337
60047,143416
60048,153969
60050,79138
60051,89167
60053,85636
60056,82566
60060,95484
60061,111581
60062,133087
60064,40902
60067,117744
60068,118934
60069,130694
60070,73032
60071,80625
60072,96042
60073,71096
60074,79290
60076,87982
60077,65893
60081,96250
60083,102750
60084,92273
60085,45943
60087,63246
60088,56326
60089,118325
60090,71854
60091,174196
60093,207544
60096,91250
60097,77104
60098,74913
60099,61630
60101,67754
60102,112576
60103,110578
60104,59078
60106,70158
60107,80305
60108,95487
60109,97000
60110,59301
60111,158182
60112,77730
60113,50875
60115,62118
60118,100698
60119,102969
60120,59798
60123,65313
60124,108777
60126,120550
60129,59583
60130,70021
60131,70828
60133,73860
60134,118196
60135,70568
60136,123758
60137,129284
60139,63638
60140,84654
60141,-
60142,95474
60143,98481
60144,63125
60145,90774
60146,60694
60148,84529
60150,73889
60151,72406
60152,89492
60153,53816
60154,90806
60155,64589
60156,90910
60157,110625
60160,49874
60162,52892
60163,81553
60164,71432
60165,47700
60169,80021
60171,57143
60172,92077
60173,86440
60174,103476
60175,135385
60176,60417
60177,100318
60178,86695
60180,88010
60181,81237
60184,164405
60185,80383
60187,113848
60188,93781
60189,121578
60190,118325
60191,70567
60192,125257
60193,92674
60194,81441
60195,90893
60201,125970
60202,90408
60203,128942
60301,106210
60302,123446
60304,124619
60305,146667
60401,76838
60402,67956
60403,61827
60404,102691
60406,48310
60407,67188
60408,73433
60409,49486
60410,93133
60411,50136
60415,44937
60416,77500
60417,77921
60419,48481
60420,73864
60421,81698
60422,103418
60423,111308
60424,72917
60425,63082
60426,36010
60428,46765
60429,58922
60430,86509
60431,93470
60432,42076
60433,54515
60435,63532
60436,54012
60437,40750
60438,61201
60439,116515
60440,75889
60441,87236
60442,99693
60443,95696
60444,83594
60445,73905
60446,79067
60447,84951
60448,108941
60449,78191
60450,76795
60451,110827
60452,85493
60453,73210
60455,60968
60456,68889
60457,64829
60458,55673
60459,63638
60460,68846
60461,121563
60462,100377
60463,101680
60464,115238
60465,70186
60466,56645
60467,112150
60468,88542
60469,53328
60470,79000
60471,62449
60472,44881
60473,72326
60474,72250
60475,68036
60476,63621
60477,85154
60478,60730
60479,83611
60480,99028
60481,70353
60482,57672
60484,55734
60487,105509
60490,112128
60491,101262
60501,48049
60502,119010
60503,118029
60504,83858
60505,47448
60506,68258
60510,113083
60511,92361
60512,50612
60513,88594
60514,147235
60515,114661
60516,109514
60517,99977
60518,63846
60519,-
60520,75481
60521,203125
60523,151439
60525,104786
60526,108484
60527,104858
60530,51691
60531,64750
60532,105922
60534,58388
60536,78750
60537,72500
60538,81782
60539,-
60540,122701
60541,82878
60542,91942
60543,102695
60544,87526
60545,77825
60546,94514
60548,76069
60549,51154
60550,72841
60551,71808
60552,80500
60553,67813
60554,113202
60555,94443
60556,79545
60557,-
60558,167895
60559,76999
60560,100230
60561,100047
60563,107979
60564,149866
60565,135794
60585,128720
60586,95700
60601,137261
60602,-
60603,"250,000+"
60604,238750
60605,154867
60606,143750
60607,149038
60608,39916
60609,37246
60610,152029
60611,170380
60612,44076
60613,122411
60614,167003
60615,70299
60616,46159
60617,43740
60618,73456
60619,43486
60620,39331
60621,25129
60622,101595
60623,31802
60624,27223
60625,69877
60626,50598
60628,42988
60629,45655
60630,78612
60631,105853
60632,43223
60633,61250
60634,69360
60636,32465
60637,31844
60638,74611
60639,43495
60640,70744
60641,62384
60642,108160
60643,77989
60644,33577
60645,54820
60646,112407
60647,64838
60649,35055
60651,37822
60652,71738
60653,36268
60654,161667
60655,107465
60656,75721
60657,147570
60659,58224
60660,59661
60661,164493
60706,69583
60707,71186
60712,105758
60714,68505
60803,62247
60804,44869
60805,84913
60827,37297
60901,50896
60910,58750
60911,73438
60912,34773
60913,70966
60914,80496
60915,63348
60917,75380
60918,59750
60919,64063
60920,-
60921,51875
60922,74896
60924,66023
60926,-
60927,72542
60928,63125
60929,62738
60930,74583
60931,67857
60932,101477
60933,55000
60934,57375
60935,70500
60936,71136
60938,57167
60940,79435
60941,76458
60942,57111
60945,59375
60946,79038
60948,76607
60949,53125
60950,73299
60951,71250
60952,46750
60953,52727
60954,66250
60955,51719
60957,57399
60958,32500
60959,67000
60960,60345
60961,66538
60962,50000
60963,71492
60964,65982
60966,42206
60968,71458
60969,71667
60970,52712
60973,56146
60974,38636
61001,72500
61006,68833
61007,48750
61008,65166
61010,91445
61011,88869
61012,56974
61013,56667
61014,64500
61015,79643
61016,80909
61018,66500
61019,68466
61020,71382
61021,68492
61024,76875
61025,85455
61027,-
61028,62961
61030,59531
61031,62179
61032,51688
61036,75665
61037,76000
61038,75265
61039,62500
61041,55556
61042,71579
61043,46250
61044,74583
61046,70781
61047,61466
61048,65517
61049,91667
61050,50167
61051,64063
61052,71477
61053,67500
61054,62011
61057,63750
61059,53750
61060,57841
61061,68235
61062,80139
61063,76409
61064,67521
61065,71051
61067,53173
61068,57870
61070,58958
61071,53574
61072,84545
61073,93089
61074,56750
61075,64250
61077,-
61078,43173
61079,43281
61080,72056
61081,62006
61084,81406
61085,54135
61087,72955
61088,90792
61089,64904
61091,-
61101,36467
61102,40420
61103,46230
61104,36369
61107,71078
61108,59222
61109,52267
61111,61976
61112,-
61114,88849
61115,62456
61201,56063
61230,56806
61231,71536
61232,83472
61234,73068
61235,66417
61236,46944
61238,70859
61239,30043
61240,81884
61241,73147
61242,80238
61243,-
61244,54529
61250,73088
61251,69875
61252,71197
61254,81204
61256,85446
61257,56121
61258,35833
61259,68309
61260,46821
61261,59076
61262,71818
61263,60000
61264,71021
61265,61459
61270,62138
61272,62721
61273,80089
61274,63750
61275,79142
61276,-
61277,64091
61278,77292
61279,85375
61281,77625
61282,57300
61283,61111
61284,83594
61285,71711
61301,51791
61310,65375
61311,53750
61312,73625
61313,98750
61314,41719
61315,47917
61316,66250
61317,70833
61318,67321
61319,77000
61320,68750
61321,92661
61322,52639
61323,-
61324,-
61325,79615
61326,80179
61327,81652
61328,-
61329,73068
61330,79107
61331,-
61332,85000
61333,53750
61334,60536
61335,83917
61336,89000
61337,77500
61338,53750
61340,85938
61341,64000
61342,66397
61344,54250
61345,75673
61346,57500
61348,71765
61349,84063
61350,65147
61353,59375
61354,65617
61356,67628
61358,48333
61359,55000
61360,76750
61361,54808
61362,57284
61363,71042
61364,61046
61367,73333
61368,50750
61369,64076
61370,70536
61372,54000
61373,72917
61374,-
61375,66375
61376,69808
61377,92000
61378,60417
61379,60294
61401,51178
61410,51771
61411,65769
61412,72619
61413,73194
61414,51759
61415,58380
61416,29583
61417,56458
61418,60972
61419,62917
61420,62031
61421,64423
61422,50265
61423,62083
61424,116250
61425,56563
61426,41875
61427,61705
61428,72500
61430,62250
61431,48438
61432,67000
61433,-
61434,56161
61435,-
61436,70000
61437,57266
61438,74737
61439,58750
61440,62344
61441,60625
61442,41343
61443,50723
61447,73036
61448,59891
61449,36818
61450,57188
61451,98409
61452,49306
61453,58750
61454,62778
61455,76158
61458,67841
61459,50521
61460,43750
61462,49782
61465,66493
61466,63854
61467,72684
61468,-
61469,50319
61470,44118
61471,60938
61472,67500
61473,48846
61474,55000
61475,68750
61476,49722
61477,52083
61478,84265
61479,72813
61480,46538
61482,51875
61483,63816
61484,50188
61485,71875
61486,81016
61488,64821
61489,59659
61490,75417
61491,63924
61501,46184
61516,80368
61517,85824
61519,75938
61520,57077
61523,67340
61524,57083
61525,121313
61526,116667
61528,97039
61529,76196
61530,75391
61531,66319
61532,43750
61533,61510
61534,60972
61535,125833
61536,83107
61537,62313
61539,51429
61540,68345
61541,33750
61542,59583
61543,46000
61544,53333
61545,83646
61546,68702
61547,103074
61548,94389
61550,89636
61552,34583
61553,53125
61554,62437
61559,69704
61560,73092
61561,72946
61562,-
61563,43587
61564,50417
61565,68750
61567,42115
61568,86250
61569,69886
61570,57396
61571,81906
61572,66205
61602,-
61603,35777
61604,51050
61605,24870
61606,55000
61607,67930
61610,46328
61611,71219
61614,73444
