Zip Code,Median Household income 
28743,35879
28745,106585
28746,74038
28747,41761
28748,50415
28749,-
28751,53849
28752,46544
28753,53281
28754,56128
28756,51373
28757,100625
28759,71440
28761,43453
28762,37564
28763,57425
28766,63886
28768,56896
28771,45703
28772,58970
28773,57877
28774,59258
28775,54803
28777,51813
28778,48367
28779,55376
28781,45197
28782,65660
28783,42500
28785,60722
28786,55549
28787,59058
28789,46098
28790,66146
28791,62544
28792,50107
28801,62768
28803,68629
28804,68671
28805,71469
28806,50931
28901,38886
28902,43952
28904,46370
28905,48214
28906,46038
28909,44648
29001,44327
29003,48338
29006,45353
29009,31328
29010,41263
29014,72717
29015,40577
29016,90425
29018,44318
29020,49511
29030,46579
29031,44583
29032,38011
29033,56387
29036,95982
29037,33859
29038,53468
29039,40856
29040,49911
29042,26298
29044,59746
29045,73011
29046,-
29047,40076
29048,39832
29051,49833
29052,28068
29053,43238
29054,71150
29055,36500
29056,37125
29058,54280
29059,33250
29061,63125
29062,"2,500-"
29063,81956
29065,40625
29067,41149
29069,43655
29070,57197
29072,92744
29073,61843
29074,-
29075,70833
29078,62977
29079,-
29080,37358
29081,50324
29082,46875
29101,55594
29102,41588
29104,37708
29105,37250
29107,45192
29108,44336
29111,51458
29112,49500
29113,45800
29114,45221
29115,40785
29117,-
29118,56639
29122,-
29123,45019
29125,39327
29126,54857
29127,62213
29128,46298
29129,46013
29130,46625
29133,35962
29135,61153
29137,44293
29138,43773
29142,50461
29145,46094
29146,32083
29147,-
29148,40490
29150,46114
29152,37632
29153,44016
29154,60348
29160,53823
29161,51822
29162,46000
29163,36250
29164,39884
29166,51000
29168,41753
29169,49649
29170,66346
29172,53362
29175,49500
29178,50861
29180,42692
29201,58646
29202,"250,000+"
29203,35444
29204,48794
29205,82976
29206,91438
29207,-
29208,-
29209,57821
29210,48573
29212,84887
29223,61516
29225,-
29229,77652
29301,49172
29302,67374
29303,37791
29306,33275
29307,56011
29316,67649
29320,17898
29321,42279
29322,59097
29323,49468
29324,-
29325,46776
29329,-
29330,44498
29331,33614
29332,41250
29333,-
29334,64340
29335,36973
29338,-
29340,42109
29341,50649
29346,45938
29349,65953
29351,42800
29353,50000
29355,-
29356,56635
29360,42009
29364,36023
29365,61829
29368,-
29369,75025
29370,30179
29372,45284
29373,51458
29374,63839
29375,26250
29376,70662
29377,37139
29378,-
29379,44216
29384,43636
29385,48696
29388,47117
29401,149516
29403,46607
29404,45862
29405,36923
29406,37312
29407,63630
29409,101250
29410,66429
29412,85466
29414,83686
29418,43985
29420,68688
29423,-
29424,-
29426,37976
29429,75000
29431,57133
29432,48182
29434,32656
29435,48875
29436,38865
29437,54932
29438,72284
29439,104209
29440,47891
29445,61786
29446,68425
29448,28370
29449,59702
29450,52194
29451,111295
29452,27589
29453,36875
29455,86314
29456,61408
29458,65000
29461,65203
29464,100243
29466,113876
29468,32837
29469,120781
29470,65893
29471,58438
29472,52527
29474,42733
29475,33155
29477,53526
29479,43639
29481,45250
29482,138750
29483,63230
29485,71290
29487,66283
29488,37760
29492,121842
29493,77813
29501,64316
29505,67527
29506,40214
29510,46986
29511,50634
29512,38821
29516,51895
29518,31167
29519,-
29520,43360
29525,35938
29526,51892
29527,47957
29530,37213
29532,37111
29536,39684
29540,43431
29541,56609
29543,65368
29544,48487
29545,51518
29546,40104
29547,31250
29550,53841
29554,41181
29555,40672
29556,37076
29560,39964
29563,39375
29564,35938
29565,36767
29566,53982
29567,31042
29568,53321
29569,47218
29570,32097
29571,37926
29572,66213
29574,39586
29575,54973
29576,63336
29577,47830
29579,60428
29580,40000
29581,45286
29582,61757
29583,49929
29584,37198
29585,74589
29588,50770
29590,42589
29591,43424
29592,56033
29593,41250
29594,30893
29596,51991
29601,55968
29605,54124
29607,66405
29609,56118
29611,34787
29613,-
29614,-
29615,76417
29617,44664
29620,47053
29621,69225
29624,29437
29625,54264
29626,49551
29627,48010
29628,38705
29630,52092
29631,92829
29634,-
29635,63917
29638,58696
29639,52917
29640,52115
29642,71706
29643,58319
29644,60985
29645,55951
29646,37254
29649,56442
29650,88584
29651,64514
29653,46222
29654,50281
29655,44665
29657,48014
29658,41192
29659,-
29661,53565
29662,65478
29664,45263
29665,42984
29666,51637
29667,49219
29669,53110
29670,55517
29671,52648
29672,73813
29673,56269
29676,66760
29678,49619
29680,74132
29681,90726
29682,53852
29683,-
29684,40192
29685,96750
29686,49271
29687,59764
29689,62301
29690,57578
29691,35401
29692,44167
29693,48316
29696,65142
29697,53960
29702,46116
29704,65132
29706,44223
29707,79348
29708,111264
29709,55199
29710,73079
29712,67143
29714,43056
29715,83607
29717,57813
29718,46050
29720,47352
29724,-
29726,57971
29727,48750
29728,37407
29729,66061
29730,53274
29732,66522
29733,-
29741,41410
29742,69792
29743,42467
29745,56664
29801,48555
29803,78424
29805,66797
29809,45948
29810,32043
29812,47529
29816,19803
29817,44655
29819,54219
29821,67083
29824,65934
29826,28750
29827,38958
29828,53750
29829,58375
29831,58125
29832,41836
29834,36607
29835,49692
29836,50852
29838,59773
29840,33906
29841,56016
29842,38288
29843,33382
29844,46023
29845,42426
29847,51071
29848,63571
29849,48625
29850,-
29851,50616
29853,46806
29856,37083
29860,80980
29899,-
29902,57005
29904,-
29905,-
29906,49902
29907,72092
29909,77556
29910,70458
29911,52361
29912,-
29915,128542
29916,43056
29918,39698
29920,58995
29921,44792
29922,69792
29923,27750
29924,48950
29926,88899
29927,41579
29928,94340
29929,53438
29932,53550
29934,-
29935,42330
29936,39382
29939,39375
29940,41888
29941,38269
29943,-
29944,51250
29945,37298
30002,94250
30004,114780
30005,132360
30008,42479
30009,90833
30011,71782
30012,42234
30013,61475
30014,50296
30016,57482
30017,92868
30019,91710
30021,29717
30022,112367
30024,110081
30025,74764
30028,83965
30030,117568
30032,38405
30033,90245
30034,51530
30035,47121
30038,55294
30039,61354
30040,100497
30041,111073
30043,74655
30044,57253
30045,76543
30046,44122
30047,76942
30052,69010
30054,61161
30055,66806
30056,55909
30058,54187
30060,42223
30062,101365
30064,95000
30066,99987
30067,63637
30068,125395
30070,39722
30071,42984
30072,47273
30075,123421
30076,88524
30078,68713
30079,41122
30080,68236
30082,85965
30083,40125
30084,67588
30087,76573
30088,56503
30092,84633
30093,34688
30094,69150
30096,58801
30097,106026
30101,90390
30102,70400
30103,48438
30104,57149
30105,64719
30106,56398
30107,73136
30108,54318
30110,56310
30113,48036
30114,73906
30115,91269
30116,56833
30117,50541
30118,-
30120,57592
30121,58611
30122,55020
30124,53705
30125,47142
30126,77335
30127,83525
30132,73446
30134,55342
30135,73451
30137,52039
30139,42554
30141,65708
30143,69040
30144,75139
30145,60833
30147,44583
30148,45833
30149,96406
30152,97740
30153,43393
30157,67674
30161,52186
30164,-
30165,53129
30168,43056
30170,81926
30171,63580
30173,55951
30175,55096
30176,50350
30177,69919
30178,67188
30179,49928
30180,63079
30182,62031
30183,67716
30184,84628
30185,61719
30187,84960
30188,87276
30189,95899
30204,60250
30205,89784
30206,64405
30213,60506
30214,78380
30215,100603
30216,40775
30217,53474
30218,45307
30220,57432
30222,52014
30223,43095
30224,55746
30228,59938
30230,47688
30233,56940
30234,42278
30236,51154
30238,45283
30240,57099
30241,45696
30248,71239
30250,-
30251,60294
30252,79949
30253,69927
30256,47792
30257,49557
30258,54846
30259,68750
30260,49288
30263,57879
30265,84942
30268,51193
30269,106985
30273,66628
30274,42761
30275,-
30276,79167
30277,90734
30281,61993
30284,65500
30285,-
30286,46300
30288,60132
30289,-
30290,111477
30291,44228
30292,62500
30293,58989
30294,68693
30295,54939
30296,55618
30297,36857
30303,-
30305,166224
30306,179228
30307,117500
30308,92412
30309,149038
30310,28080
30311,32293
30312,46566
30313,46250
30314,31354
30315,29139
30316,66814
30317,77990
30318,63661
30319,149171
30322,-
30324,95930
30326,125408
30327,220761
30328,111852
30329,50738
30331,45310
30332,-
30334,-
30336,25625
30337,36633
30338,118380
30339,110372
30340,44208
30341,67561
30342,120644
30344,41573
30345,84989
30346,101573
30349,54534
30350,78641
30354,31383
30360,66352
30363,146458
30401,36754
30410,57434
30411,47434
30412,70000
30413,56065
30415,53750
30417,50250
30420,31125
30421,56507
30423,50968
30425,56164
30426,62900
30427,48818
30428,34932
30429,49583
30434,35972
30436,40723
30438,57188
30439,37083
30441,39803
30442,37022
30445,41378
30446,46923
30448,-
30449,38750
30450,32798
30451,-
30452,62125
30453,28687
30454,42723
30455,34625
30456,40104
30457,55015
30458,41881
30460,-
30461,62500
30464,26625
30467,45030
30470,41346
30471,35043
30473,42174
30474,48327
30475,-
30477,38864
30501,47861
30504,47230
30506,74397
30507,47174
30510,44745
30511,50848
30512,55501
30513,49025
30516,37344
30517,81028
30518,74438
30519,83903
30520,41860
30521,48110
30522,31771
30523,55720
30525,47325
30527,64013
30528,47116
30529,48893
30530,50332
30531,41732
30533,56004
30534,63998
30535,56402
30536,55469
30537,59167
30538,53906
30540,49491
30541,59918
30542,75015
30543,54291
30545,41389
30546,51148
30547,46406
30548,92088
30549,67144
30552,64038
30553,51079
30554,56534
30555,44950
30557,47692
30558,46909
30559,54034
30560,47685
30562,42760
30563,63442
30564,59063
30565,60639
30566,55131
30567,67578
30568,57067
30571,65150
30572,56071
30573,129792
30575,49250
30576,45764
30577,48750
30581,-
30582,45344
30601,27151
30602,-
30605,55140
30606,65583
30607,47034
30609,-
30619,52169
30620,68486
30621,86705
30622,71557
30623,-
30624,40393
30625,67839
30627,47935
30628,57102
30629,37344
30630,65763
30631,40000
30633,52468
30634,47554
30635,43741
30641,70814
30642,65000
30643,47898
30646,51875
30648,44118
30650,55079
30655,52757
30656,65760
30660,45658
30662,42158
30663,60056
30664,-
30665,19750
30666,73221
30667,72019
30668,42153
30669,39632
30673,48200
30677,83929
30678,48700
30680,53496
30683,60783
30701,46250
30705,47197
30707,51214
30708,45625
30710,60986
30711,40324
30720,54395
30721,44914
30725,71136
30726,-
30728,51188
30730,54063
30731,46125
30733,41105
30734,51618
30735,44949
30736,69352
30738,53589
30739,74578
30740,59052
30741,42826
30742,55985
30746,27917
30747,41529
30750,98167
30751,-
30752,57397
30753,39574
30755,52572
30756,16366
30757,56583
30802,71250
30803,40795
30805,33194
30807,64821
30808,46932
30809,98723
30810,49712
30812,-
30813,71414
30814,49000
30815,56764
30816,48125
30817,49042
30818,42847
30820,55119
30821,33929
30822,85417
30823,58148
30824,44776
30828,38269
30830,39045
30833,36889
30901,23291
30903,86852
30904,47814
30905,48865
30906,37525
30907,72290
30909,62214
30912,-
31001,40701
31002,42500
31003,45500
31005,79515
31006,29597
31007,39539
31008,66375
31009,33095
31011,49688
31012,47212
31014,48833
31015,37172
31016,58047
31017,49783
31018,43182
31019,47431
31020,41272
31021,46857
31022,68750
31023,47318
31024,55035
31025,73125
31027,38230
31028,62531
31029,56087
31030,44011
31031,47321
31032,77132
31033,59219
31035,48203
31036,50241
31037,29112
31038,45000
31039,-
31041,33750
31042,55625
31044,49861
31045,-
31046,65699
31047,83355
31049,57083
31050,29012
31051,20938
31052,65735
31054,37024
31055,28848
31057,43542
31058,30705
31060,49000
31061,51535
31062,-
31063,35451
31064,43630
31065,27308
31066,76304
31067,51667
31068,32791
31069,59548
31070,45804
31071,43625
31072,66217
31075,44538
31076,45000
31077,39948
31078,46205
31079,42196
31081,25775
31082,46846
31083,38750
31084,-
31085,48750
31087,31241
31088,66953
31089,39084
31090,35000
31091,36503
31092,47610
31093,45961
31094,51971
31096,41667
31097,75106
31098,58696
31201,23281
31204,33923
31206,25788
31207,-
31210,75031
31211,45686
31213,-
31216,70678
31217,38703
31220,72439
31301,46719
31302,58000
31303,65733
31304,-
31305,47264
31307,34685
31308,51520
31309,42955
31312,76981
31313,48736
31314,-
31315,36771
31316,57962
31318,-
31320,55248
31321,62609
31322,78384
31323,31492
31324,88477
31326,78669
31327,-
31328,78145
31329,53354
31331,65917
31401,42951
31404,37727
31405,51602
31406,56882
31407,81280
31408,38460
31409,-
31410,83846
31411,120417
31415,30400
31419,62466
31501,41090
31503,43530
31510,46490
31512,58125
31513,46183
31516,50044
31518,-
31519,47958
31520,34100
31522,102315
31523,59871
31524,-
31525,50792
31527,-
31532,39375
31533,40872
31535,48869
31537,57805
31539,41829
31542,60954
31543,49938
31544,38708
31545,44836
31546,55089
31547,-
31548,61250
31549,29712
31550,35855
31551,51071
31552,-
31553,34188
31554,52986
31555,58258
31556,-
31557,49643
31558,58516
31560,50107
31561,-
31562,42031
31563,46477
31565,54132
31566,40020
31567,35577
31568,76250
31569,64592
31601,32261
31602,54644
31605,60642
31606,52083
31620,42184
31622,48000
31623,46250
31624,51111
31625,36316
31626,46862
31627,41250
31629,40859
31630,-
31631,41000
31632,70201
31634,40121
31635,37330
31636,56855
31637,34211
31638,40139
31639,45156
31641,44709
31642,34224
31643,43389
31645,41469
31647,32684
31648,48021
31649,75893
31650,37072
31698,-
31699,-
31701,29761
31705,34159
31707,38209
31709,48721
31711,38188
31712,42426
31714,42400
31716,34167
31719,40221
31720,46250
31721,77247
31722,48125
31730,37142
31733,66607
31735,53693
31738,45938
31743,35236
31744,36458
31747,39375
31749,37443
31750,38438
31756,43520
31757,57135
31763,71019
31764,45221
31765,37563
31768,38844
31771,40476
31772,57857
31773,41364
31774,37163
31775,43289
31778,50357
31779,39286
31780,36713
31781,55804
31783,52361
31784,48281
31787,41597
31788,39024
31789,45833
31790,44318
31791,44194
31792,41939
31793,59907
31794,38595
31795,42875
31796,33710
31798,70461
31801,51510
31803,44213
31804,97857
31805,38363
31806,49948
31807,75213
31808,85667
31810,47500
31811,62917
31812,-
31814,-
31815,50938
31816,35917
31820,105588
31821,-
31822,62591
31823,-
31824,46250
31825,23594
31826,50531
31827,41389
31829,100625
31830,48060
31831,90982
31832,57895
31833,49266
31836,47056
31901,31790
31903,27897
31904,59324
31905,53109
31906,39636
31907,50128
31909,66126
32003,99893
32008,47238
32009,66929
32011,62316
32024,57008
32025,52557
32026,-
32033,62587
32034,76491
32038,55479
32040,67404
32043,67500
32044,72540
32046,61250
32052,47830
32053,42656
32054,45717
32055,48041
32058,52807
32059,58750
32060,46750
32061,82237
32062,61897
32063,65362
32064,33179
32065,71556
32066,50612
32068,60644
32071,48110
32072,-
32073,63346
32079,66250
32080,79267
32081,106731
32082,124533
32083,49417
32084,53903
32086,64918
32087,35904
32091,55257
32092,98762
32094,43783
32095,85652
32096,45069
32097,64928
32102,34728
32110,44610
32112,38388
32113,36056
32114,33097
32117,36938
32118,54946
32119,44475
32124,68452
32127,57184
32128,76606
32129,50410
32130,49448
32131,43146
32132,51875
32133,-
32134,43398
32136,64688
32137,61723
32139,33500
32140,46111
32141,51426
32145,50221
32147,-
32148,37241
32157,53403
32159,56498
32162,68335
32164,50406
32168,62845
32169,76378
32174,58697
32176,59630
32177,44913
32179,33815
32180,45308
32181,49417
32187,33314
32189,46844
32190,46750
32193,41688
32195,62179
32202,31908
32204,62083
32205,52345
32206,35470
32207,52522
32208,42081
32209,27929
32210,47371
32211,46495
32212,47059
32216,60106
32217,58738
32218,57764
32219,46797
32220,65688
32221,64248
32222,72156
32223,91250
32224,88429
32225,79026
32226,80708
32227,44200
32228,-
32233,65723
32234,59030
32244,54116
32246,60261
32250,96520
32254,30965
32256,69711
32257,67075
32258,102840
32259,107376
32266,100250
32277,56841
32301,51591
32303,65305
32304,29316
32305,40542
32308,68903
32309,93199
32310,41938
32311,82056
32312,106168
32317,96943
32320,57734
32321,42009
32322,43393
32323,-
32324,45463
32327,63111
32328,47917
32330,41563
32331,37277
32332,36600
32333,58676
32334,61957
32336,66667
32340,38021
32343,60000
32344,53581
32346,41525
32347,45551
32348,46119
32350,46818
32351,38415
32352,46726
32355,67917
32356,-
32358,47826
32359,-
32361,73021
32399,-
32401,43431
32403,64250
32404,57303
32405,56006
32407,64167
32408,65568
32409,60750
32410,64766
32413,64773
32420,35938
32421,51250
32423,68245
32424,40043
32425,46738
32426,30263
32427,40855
32428,46887
32430,41055
32431,45551
32432,-
32433,39603
32435,55024
32437,38438
32438,36522
32439,65245
32440,49173
32442,47755
32443,52287
32444,80446
32445,42813
32446,54550
32447,-
32448,35106
32449,43068
32455,42566
32456,49375
32459,79255
32460,62534
32461,-
32462,53403
32463,-
32464,45694
32465,53042
32466,63396
32501,42545
32502,63043
32503,56362
32504,66705
32505,41788
32506,54253
32507,61688
32508,63583
32509,-
32511,-
32514,56505
32526,65517
32530,-
32531,56543
32533,70930
32534,56193
32535,51658
32536,68276
32539,57424
32541,84906
32542,50037
32544,31411
32547,57894
32548,57090
32550,88606
32561,109464
32563,71316
32564,56429
32565,54107
32566,77142
32567,55777
32568,56728
32569,69063
32570,59271
32571,73996
32577,67778
32578,88476
32579,77102
32580,76522
32583,58207
32601,50514
32603,39500
32605,84758
32606,81499
32607,61618
32608,68013
32609,42926
32612,-
32615,60146
32616,35000
32617,62098
32618,67813
32619,40956
32621,38786
32622,64417
32625,38167
32626,39417
32628,43679
32631,103721
32639,-
32640,46695
32641,36226
32643,63176
32648,53269
32653,82013
32656,60000
32658,50625
32664,34107
32666,49318
32667,59280
32668,63611
32669,75347
32680,37884
32681,-
32683,22500
32686,46250
32692,-
32693,49102
32694,56667
32696,49853
32697,31286
32701,63052
32702,45357
32703,51982
32707,60353
32708,77269
32709,46875
32712,76159
32713,61414
32714,54408
32720,50855
32724,56418
32725,48454
32726,49570
32730,45813
32732,64063
32735,61659
32736,71622
32738,49138
32744,53650
32746,90728
32750,76683
32751,92021
32754,58750
32757,64770
32759,50238
32763,48308
32764,59044
32765,85788
32766,98598
32767,37978
32771,61959
32773,46364
32776,71708
32778,52276
32779,94921
32780,56991
32784,46865
32789,110109
32792,60872
32796,57407
32798,43438
32801,82481
32803,83848
32804,90355
32805,28956
32806,63877
32807,41846
32808,36407
32809,40192
32810,45034
32811,36442
32812,60388
32814,137634
32817,62238
32818,45333
32819,76627
32820,76418
32821,49798
32822,36389
32824,52660
32825,60250
32826,53452
32827,93472
32828,69651
32829,68750
32830,-
32831,-
32832,83473
32833,52714
32835,59295
32836,110658
32837,62346
32839,34629
32901,40729
32903,85625
32904,71809
32905,46014
32907,53884
32908,46023
32909,55795
32920,56466
32922,31887
32925,46250
32926,56147
32927,58704
32931,77000
32934,80709
32935,49577
32937,76515
32940,81165
32948,38470
32949,76488
32950,82031
32951,76806
32952,82537
32953,61772
32955,74951
32958,54070
32960,46121
32962,56114
32963,132572
32966,54225
32967,51053
32968,75644
32970,-
32976,44348
33001,45714
33004,50686
33009,41937
33010,28946
33012,36680
33013,35274
33014,41069
33015,50838
33016,45333
33018,55006
33019,98917
33020,41346
33021,63541
33023,49038
33024,61257
33025,62519
33026,78366
33027,76904
33028,97451
33029,101156
33030,35453
33031,78304
33032,42516
33033,41901
33034,28258
33035,66808
33036,93690
33037,75667
33039,-
33040,68026
33042,91705
33043,71625
33050,60898
33051,85898
33054,30871
33055,43616
33056,42556
33060,42993
33062,81675
33063,56007
33064,50459
33065,52739
33066,58496
33067,114679
33068,44789
33069,49611
33070,72182
33071,81644
33073,75566
33076,119643
33101,-
33109,-
33122,-
33125,30603
33126,35106
33127,30072
33128,26740
33129,103125
33130,28374
33131,108906
33132,91938
33133,68314
33134,80250
33135,28869
33136,26000
33137,56573
33138,56170
33139,69333
33140,90899
33141,47863
33142,26302
33143,97715
33144,41219
33145,46233
33146,148661
33147,32091
33149,141382
33150,31474
33154,81533
33155,69927
33156,126192
33157,62428
33158,151250
33160,66413
33161,35383
33162,45139
33165,48840
33166,55147
33167,40381
33168,44096
33169,45936
33170,46741
33172,44409
33173,70262
33174,47272
33175,54730
33176,81606
33177,54883
33178,78172
33179,52450
33180,82726
33181,50100
33182,66265
33183,55536
33184,49629
33185,79210
33186,67751
33187,73299
33189,55777
33190,55573
33193,50528
33194,83952
33196,73595
33301,131023
33304,56162
33305,108513
33306,110391
33308,95871
33309,49720
33311,36008
33312,53197
33313,38577
33314,42450
33315,66686
33316,95515
33317,72353
33319,45610
33321,54544
33322,65304
33323,91176
33324,72781
33325,89768
33326,89132
33327,110688
33328,102281
33330,122630
33331,105254
33332,131307
33334,54989
33351,60273
33401,52252
33403,48949
33404,43350
33405,47288
33406,55961
33407,41203
33408,98500
33409,45265
33410,79221
33411,74739
33412,96889
33413,61143
33414,86506
33415,40443
33417,41691
33418,100666
33426,60913
33428,70991
33430,34398
33431,96346
33432,84761
33433,78676
33434,89357
33435,44135
33436,65645
33437,73367
33438,36053
33440,41203
33441,50825
33442,55777
33444,51581
33445,60870
33446,82500
33449,117794
33455,69567
33458,90673
33460,39783
33461,39407
33462,52020
33463,53255
33467,80608
33469,95089
33470,81479
33471,40196
33472,78221
33473,136362
33476,31505
33477,106579
33478,96607
33480,135125
33483,91143
33484,56194
33486,102532
33487,91075
33493,33663
33496,103996
33498,106215
33503,-
33510,62938
33511,63938
33513,44861
33514,42102
33521,33125
33523,52991
33525,61168
33527,60929
33534,49846
33538,42308
33540,55427
33541,45605
33542,41418
33543,77318
33544,83365
33545,76179
33547,101568
33548,104028
33549,77198
33556,106353
33558,100290
33559,80109
33563,46184
33565,56314
33566,63419
33567,49435
33569,73920
33570,51593
33572,88821
33573,61884
33576,65061
33578,61717
33579,82143
33584,65745
33585,62037
33592,42308
33594,67847
33596,101183
33597,48608
33598,56064
33602,109143
33603,43523
33604,42379
33605,27969
33606,117923
33607,40284
33609,91643
33610,33613
33611,79710
33612,36430
33613,38777
33614,38083
33615,52483
33616,55932
33617,45833
33618,83649
33619,39623
33620,-
33621,63750
33624,69776
33625,68375
33626,112602
33629,136734
33634,56983
33635,66616
33637,60537
33647,95197
33701,81848
33702,62522
33703,82956
33704,98785
33705,51110
33706,88333
33707,63005
33708,74402
33709,47563
33710,67624
33711,40887
33712,46671
33713,59718
33714,36698
33715,97679
33716,63102
33744,-
33755,44669
33756,52472
33759,65255
33760,49675
33761,73220
33762,91780
33763,54099
33764,67807
33765,52558
33767,83631
33770,50252
33771,47048
33772,63588
33773,59531
33774,63700
33776,82604
33777,71107
33778,56913
33781,46370
33782,56892
33785,81855
33786,118362
33801,40516
33803,58285
33805,36610
33809,58962
33810,53840
33811,62252
33812,75600
33813,86406
33815,35292
33823,46429
33825,36995
33827,53403
33830,56992
33834,42500
33837,50557
33838,40736
33839,53000
33841,51314
33843,42904
33844,38033
33847,45313
33848,25116
33849,70216
33850,44448
33851,51964
33852,42045
33853,40714
33854,-
33855,-
33856,23690
33857,44063
33859,47300
33860,51350
33865,33397
33867,61000
33868,54112
33870,39144
33872,44989
33873,45108
33875,54272
33876,52850
33877,42057
33880,47120
33881,45910
33884,63948
33890,40441
33896,55144
33897,56013
33898,46129
33901,54534
33903,49320
33904,58819
33905,49509
33907,48189
33908,78984
33909,50860
33912,84188
33913,97071
33914,63720
33916,35515
33917,53730
33919,67238
33920,61808
33921,104583
33922,53630
33924,-
33928,83506
33930,40104
33931,63844
33935,47913
33936,43434
33944,-
33945,-
33946,73819
33947,57175
33948,54152
33950,66235
33952,48729
33953,62821
33954,52928
33955,61074
33956,62045
33957,122471
33960,52150
33965,-
33966,70047
33967,67992
33971,46649
33972,57060
33973,34598
33974,41634
33976,43815
33980,50750
33981,52793
33982,49544
33983,54820
33990,53132
33991,64283
33993,52410
34101,-
34102,111742
34103,113278
34104,55686
34105,96272
34108,105481
34109,80466
34110,84682
34112,57298
34113,58928
34114,59155
34116,44782
34117,62549
34119,86717
34120,75693
34134,90729
34135,68185
34137,-
34138,-
34139,58750
34140,-
34141,-
34142,29215
34145,88346
34201,91875
34202,101717
34203,59200
34205,48459
34207,43410
34208,48672
34209,66008
34210,53629
34211,104179
34212,104626
34215,72778
34216,64583
34217,76827
34219,82403
34221,54885
34222,54804
34223,66458
34224,48900
34228,138822
34229,93621
34231,61304
34232,65841
34233,70099
34234,41635
34235,60616
34236,94458
34237,42935
34238,89960
34239,69574
34240,84195
34241,80575
34242,113190
34243,70431
34251,81306
34266,38764
34268,-
34269,44872
34275,65911
34285,69383
34286,70249
34287,53922
34288,61449
34289,-
34291,43922
34292,70024
34293,62708
34420,50137
34428,46392
34429,54498
34431,43117
34432,44971
34433,47111
34434,55654
34436,46106
34442,51908
34445,-
34446,47310
34448,38103
34449,39719
34450,52218
34452,43400
34453,50108
34461,53568
34465,48331
34470,42304
34471,61383
34472,42091
34473,50549
34474,51969
34475,30428
34476,57172
34479,52551
34480,64299
34481,49318
34482,40428
34484,53313
34488,36581
34491,50864
34498,55313
34601,46415
34602,50583
34604,58693
34606,46980
34607,54352
34608,46208
34609,56832
34610,51121
34613,48110
34614,53333
34637,100000
34638,88206
34639,80493
34652,43065
34653,45617
34654,58238
34655,68956
34661,-
34667,45901
34668,38705
34669,46173
34677,75430
34679,-
34681,70677
34683,79338
34684,66615
34685,97371
34688,94836
34689,60920
34690,35722
34691,43203
34695,76250
34698,60032
34705,58287
34711,72196
34714,57833
34715,64829
34731,49413
34734,54806
34736,57199
34737,74432
34739,55066
34741,35683
34743,43882
34744,49012
34746,53208
34747,71656
34748,50534
34753,53313
34756,82625
34758,43579
34759,47130
34760,76786
34761,64461
34762,-
34769,51017
34771,73383
34772,62870
34773,61767
34785,64889
34786,109778
34787,73590
34788,47728
34797,102833
34945,44950
34946,36241
34947,32911
34949,71091
34950,25928
34951,55854
34952,48944
34953,55095
34956,35315
34957,63064
34972,39577
34974,46958
34981,47853
34982,41258
34983,52595
34984,61546
34986,68864
34987,71386
34990,97334
34994,57807
34996,86250
34997,59553
35004,71469
35005,53303
35006,49917
35007,75232
35010,41477
35013,-
35014,46607
35016,55303
35019,41319
35020,34871
35022,73750
35023,53985
35031,46793
35032,30000
35033,49048
35034,33948
35035,81897
35036,24375
35040,70030
35042,52316
35043,92418
35044,41226
35045,56387
35046,56200
35049,53467
35051,60262
35052,-
35053,50833
35054,66568
35055,47565
35057,54746
35058,52192
35060,-
35061,49583
35062,53938
35063,47155
35064,40735
35068,67591
35070,30938
35071,77928
35072,47843
35073,46510
35074,-
35077,43713
35078,62500
35079,54678
35080,93587
35082,-
35083,41393
35085,37103
35087,36635
35089,30313
35091,85777
35094,65644
35096,51461
35097,42321
35098,40625
35111,84493
35112,95391
35114,94447
35115,54615
35116,71580
35117,76096
35118,61361
35119,-
35120,63307
35121,58051
35124,85213
35125,52191
35126,72016
35127,69545
35128,65112
35130,56111
35131,43333
35133,52396
35135,69722
35136,40662
35139,-
35143,69674
35146,82799
35147,82974
35148,48884
35149,41316
35150,42917
35151,43589
35160,41842
35171,60389
35172,39755
35173,96783
35175,57048
35176,51111
35178,57446
35179,51712
35180,66414
35183,60000
35184,40473
35186,70505
35187,-
35188,62771
35203,-
35204,28144
35205,42287
35206,35687
35207,25913
35208,38430
35209,73911
35210,59375
35211,34641
35212,30769
35213,134500
35214,53498
35215,44751
35216,84030
35217,35308
35218,26326
35221,36364
35222,63351
35223,143533
35224,39837
35226,105679
35228,40600
35229,-
35233,100043
35234,29013
35235,61372
35242,112910
35243,100638
35244,109909
35254,30417
35401,35976
35404,46378
35405,59159
35406,106262
35441,60250
35442,31169
35443,20179
35444,49837
35446,54444
35447,45282
35452,68008
35453,58632
35456,43750
35457,-
35458,32279
35459,40987
35460,55556
35461,54792
35462,30188
35463,62458
35464,27216
35466,54048
35469,-
35470,37266
35473,70333
35474,52221
35475,82795
35476,43603
35477,-
35480,91094
35481,47188
35490,68333
35501,45306
35503,47768
35504,54398
35540,51000
35541,51793
35542,51200
35543,32823
35544,75844
35545,-
35546,52368
35548,46000
35549,39478
35550,42600
35552,56250
35553,36153
35554,51932
35555,49864
35559,-
35563,51059
35564,42132
35565,41274
35570,41668
35571,56818
35572,42115
35574,48831
35575,50972
35576,45592
35577,93036
35578,37134
35579,50369
35580,49044
35581,34506
35582,45625
