Zip Code,Median Household income
15034,34667
15035,43302
15037,63801
15038,78456
15042,62428
15043,65500
15044,110767
15045,40823
15046,74350
15047,61719
15049,47381
15050,71143
15051,67321
15052,58305
15053,44643
15054,32422
15055,50801
15056,55250
15057,81225
15059,51345
15060,54338
15061,55714
15062,43823
15063,57632
15064,74219
15065,55299
15066,49806
15067,43730
15068,53845
15071,71467
15072,-
15074,43091
15075,-
15076,46081
15077,71750
15078,58452
15081,64219
15082,-
15083,49091
15084,45164
15085,64555
15086,-
15087,86103
15088,45000
15089,55208
15090,114825
15101,87333
15102,81655
15104,30078
15106,56294
15108,79083
15110,29844
15112,34484
15116,78044
15120,46059
15122,51604
15126,78986
15129,71346
15131,57549
15132,30811
15133,57516
15135,63783
15136,53269
15137,43492
15139,65833
15140,32864
15142,165682
15143,97948
15144,54777
15145,37560
15146,68803
15147,53120
15148,31934
15201,66316
15202,51988
15203,53766
15204,41201
15205,58964
15206,49105
15207,45167
15208,37860
15209,60750
15210,39886
15211,57623
15212,47010
15213,22584
15214,47275
15215,73370
15216,63750
15217,76272
15218,58105
15219,24878
15220,74400
15221,43428
15222,97690
15223,55175
15224,48881
15225,44875
15226,60167
15227,63107
15228,110045
15229,66164
15232,59110
15233,48088
15234,62106
15235,58109
15236,67276
15237,86599
15238,97650
15239,77518
15241,121118
15243,85655
15260,-
15290,-
15301,57722
15310,42083
15311,81000
15312,70050
15313,70625
15314,54539
15315,53304
15316,-
15317,85647
15320,53039
15321,73750
15322,54524
15323,62286
15324,35875
15325,28750
15327,65682
15329,70167
15330,85811
15331,39125
15332,66651
15333,38389
15334,49063
15337,75536
15338,51161
15340,72411
15341,54811
15342,69698
15344,78125
15345,58864
15346,50833
15347,88125
15348,50074
15349,60074
15350,56136
15351,34441
15352,47768
15353,53750
15357,66667
15358,-
15359,84107
15360,70938
15361,-
15362,58917
15363,64417
15364,80000
15366,133750
15367,148269
15368,35221
15370,53724
15376,65208
15377,62917
15378,-
15379,58125
15380,49219
15401,45942
15410,54375
15411,53472
15412,43839
15413,-
15417,45781
15419,28424
15420,23594
15421,-
15422,-
15423,58846
15424,35714
15425,46240
15427,47917
15428,60714
15429,65134
15430,39583
15431,50096
15432,42500
15433,24477
15434,29063
15435,64286
15436,43500
15437,64074
15438,51250
15440,62083
15442,36404
15443,-
15444,21006
15445,57695
15446,43235
15447,-
15448,63317
15449,58750
15450,120913
15451,36445
15454,-
15455,-
15456,40781
15458,41053
15459,57700
15460,-
15461,33576
15462,-
15463,-
15464,67656
15466,68162
15467,47500
15468,39706
15469,40427
15470,70000
15472,-
15473,62896
15474,50000
15475,32287
15476,-
15477,51548
15478,55444
15479,60385
15480,50476
15482,39950
15483,44191
15484,-
15486,61058
15489,-
15490,59632
15492,15859
15501,48398
15502,-
15510,-
15520,37115
15521,47173
15522,53156
15530,56396
15531,46014
15532,49583
15533,42019
15534,50192
15535,48688
15536,62500
15537,47690
15538,54500
15539,62788
15540,34464
15541,58456
15542,50670
15544,-
15545,47552
15546,64958
15547,48214
15550,49022
15551,53958
15552,48852
15554,62910
15555,64583
15557,48466
15558,50956
15559,57692
15560,43393
15561,46161
15562,92083
15563,53398
15564,43750
15601,57473
15610,71906
15611,32292
15612,-
15613,58733
15615,107014
15616,-
15617,49107
15618,48953
15620,42344
15621,-
15622,76250
15623,54776
15624,92188
15625,66042
15626,68050
15627,49551
15628,53125
15629,47714
15631,42024
15632,82381
15633,-
15634,16283
15635,-
15636,119258
15637,72500
15638,56939
15639,75938
15640,84073
15641,42132
15642,74752
15644,52522
15646,69167
15647,83482
15650,59599
15655,117944
15656,62235
15658,60725
15660,78438
15661,76802
15662,-
15663,42813
15665,-
15666,52385
15668,99931
15670,52957
15671,47051
15672,63284
15673,48250
15675,43973
15676,-
15677,46250
15678,52304
15679,59350
15680,36607
15681,53523
15683,55326
15684,49294
15686,61725
15687,50577
15688,54167
15689,85592
15690,46575
15691,-
15692,38160
15693,-
15695,62792
15696,63116
15697,52695
15698,57188
15701,48419
15710,76875
15711,59643
15712,50357
15713,26191
15714,45123
15715,41250
15716,-
15717,58056
15721,49464
15722,56420
15723,-
15724,47609
15725,52361
15727,44375
15728,43087
15729,51000
15730,-
15731,-
15732,54250
15733,-
15734,38375
15736,60714
15737,45833
15738,35313
15739,58125
15741,57500
15742,44444
15744,-
15745,62750
15746,30694
15747,49048
15748,51987
15750,32656
15752,-
15753,40521
15754,76596
15756,36875
15757,46691
15759,54563
15760,45375
15761,39519
15762,63359
15764,51500
15765,68750
15767,44752
15770,62500
15771,47619
15772,44813
15773,50469
15774,61389
15775,39135
15776,34219
15777,49167
15778,60625
15779,60000
15780,54063
15781,46875
15783,52708
15784,44464
15801,53414
15821,40625
15823,53333
15824,51224
15825,53984
15827,62500
15828,33125
15829,58750
15832,37917
15834,41705
15840,54722
15841,39375
15845,50938
15846,63984
15847,36875
15848,42500
15849,44861
15851,43244
15853,52553
15856,56964
15857,53255
15860,52188
15861,31979
15863,40357
15864,51488
15865,39615
15866,54583
15868,42250
15870,55329
15901,14853
15902,31642
15904,60115
15905,54028
15906,31665
15909,50978
15920,53917
15921,26458
15922,36917
15923,47083
15924,56382
15925,47188
15926,51813
15927,48750
15928,46935
15929,-
15930,-
15931,55769
15934,-
15935,60492
15936,51181
15937,49656
15938,53241
15940,75441
15942,51458
15943,46071
15944,54128
15945,45139
15946,53582
15948,56071
15949,43938
15951,-
15952,56607
15953,-
15954,47083
15955,59327
15956,43158
15957,70500
15958,68438
15960,40125
15961,49167
15962,75833
15963,43321
16001,55434
16002,68421
16020,53958
16022,63375
16023,44636
16024,86389
16025,72213
16027,51458
16028,44875
16029,54286
16030,44375
16033,63813
16034,70119
16035,92083
16036,40500
16037,82536
16038,65345
16040,53021
16041,52883
16045,43125
16046,112750
16048,80139
16049,47750
16050,61328
16051,54821
16052,65541
16053,82642
16054,43021
16055,89909
16056,63072
16057,51347
16059,78573
16061,60962
16063,58885
16066,106274
16101,42090
16102,45048
16105,63924
16110,68125
16111,39948
16112,68929
16113,73125
16114,53333
16115,63945
16116,50313
16117,52927
16120,57457
16121,29897
16123,83594
16124,51250
16125,50170
16127,61301
16130,47216
16131,62083
16132,-
16133,61750
16134,45329
16136,50278
16137,60132
16140,62552
16141,46818
16142,60223
16143,53508
16145,52039
16146,32528
16148,56592
16150,53909
16151,49375
16153,60089
16154,63882
16155,28214
16156,60489
16157,55525
16159,52530
16160,43250
16161,34125
16201,51571
16210,43108
16211,41806
16212,38750
16213,42500
16214,37961
16217,37188
16218,55000
16222,45819
16223,30813
16224,57857
16226,45168
16228,43750
16229,66233
16230,44821
16232,45357
16233,45114
16235,63750
16236,-
16238,62083
16239,38506
16240,48558
16242,48491
16244,61875
16245,36875
16246,41250
16248,39931
16249,55972
16250,22356
16253,81250
16254,57969
16255,51313
16256,50455
16258,45357
16259,50962
16260,51000
16262,56731
16263,49643
16301,44722
16311,54861
16312,-
16313,45913
16314,60042
16316,62045
16317,50000
16319,57500
16321,43438
16322,52917
16323,50023
16326,48194
16327,54191
16328,31313
16329,59271
16331,65568
16332,-
16333,45000
16334,51250
16335,47447
16340,55129
16341,50000
16342,59815
16343,53059
16344,46250
16345,70303
16346,51139
16347,42988
16350,46100
16351,40461
16352,53750
16353,41959
16354,43228
16360,56000
16361,-
16362,59219
16364,59286
16365,50051
16370,46875
16371,44697
16372,50263
16373,54324
16374,46827
16401,50231
16402,57917
16403,57244
16404,47545
16405,47222
16406,54306
16407,50319
16410,66563
16411,63438
16412,60098
16415,96556
16416,38162
16417,53165
16420,47679
16421,75063
16422,42500
16423,51583
16424,49770
16426,67340
16427,44479
16428,62324
16433,59432
16434,43125
16435,54022
16436,45179
16438,51705
16440,57083
16441,68174
16442,64444
16443,44878
16444,-
16501,10874
16502,33833
16503,25121
16504,43050
16505,60731
16506,67371
16507,36358
16508,48956
16509,58614
16510,54002
16511,50114
16546,-
16563,-
16601,45465
16602,41517
16611,55573
16613,63882
16616,30000
16617,61711
16619,41071
16620,54375
16621,65000
16622,59000
16623,50000
16624,68333
16625,45983
16627,42589
16630,47820
16631,-
16633,51250
16634,53125
16635,57193
16636,74722
16637,48556
16638,78750
16639,48558
16640,56806
16641,48179
16645,59375
16646,46979
16647,56711
16648,61557
16650,46818
16651,47656
16652,49624
16655,52196
16656,45208
16657,56667
16659,39808
16661,50500
16662,55926
16664,54500
16665,36607
16666,50893
16667,39457
16668,53454
16669,55547
16670,-
16671,52321
16672,36875
16673,60204
16674,49722
16677,-
16678,48438
16679,38333
16680,48984
16682,-
16683,63542
16685,60625
16686,50610
16689,51667
16691,42500
16692,48750
16693,53413
16694,27813
16695,63958
16699,-
16701,47442
16720,47431
16724,42143
16725,49250
16726,52614
16727,74338
16728,74167
16729,47167
16730,36328
16731,51599
16732,57500
16733,37857
16734,48750
16735,46538
16738,54265
16740,45000
16743,52275
16744,45341
16745,58833
16746,50043
16748,40337
16749,50156
16750,48291
16801,47893
16802,-
16803,60765
16820,59531
16821,52500
16822,50174
16823,62946
16825,60061
16826,56905
16827,105691
16828,71232
16829,49000
16830,47060
16832,81250
16833,42958
16834,49250
16835,63750
16836,55515
16837,33839
16838,49500
16839,52692
16840,68047
16841,61579
16843,27234
16844,68333
16845,54375
16847,-
16848,43750
16849,40500
16851,85833
16852,43393
16853,28750
16854,53250
16855,-
16858,60417
16859,56250
16860,-
16861,39375
16863,48980
16865,98401
16866,44230
16868,50385
16870,98636
16871,48333
16872,58452
16874,62625
16875,56616
16876,46250
16877,71250
16878,51458
16879,39271
16881,60164
16882,46417
16901,56448
16911,60313
16912,56838
16914,53333
16915,52154
16917,48580
16920,41477
16921,41607
16922,41667
16923,44531
16925,58787
16926,55481
16927,41563
16928,52500
16929,56250
16930,51875
16932,56607
16933,45929
16935,61818
16936,53869
16937,65625
16938,53646
16939,51429
16940,54028
16941,39167
16942,42054
16943,47188
16946,40625
16947,53659
16948,39559
16950,40605
17002,55179
17003,70236
17004,46065
17005,55139
17006,52778
17007,88516
17009,55250
17010,-
17011,77951
17013,60481
17015,79137
17016,80208
17017,60474
17018,69643
17019,77236
17020,66295
17021,42857
17022,71034
17023,54643
17024,76076
17025,64430
17026,76703
17027,74570
17028,56890
17029,47386
17030,60714
17032,64035
17033,72219
17034,42222
17035,51948
17036,79955
17037,48571
17038,63950
17039,-
17040,66638
17041,159167
17042,61184
17043,62770
17044,48832
17045,60967
17046,49265
17047,55227
17048,50350
17049,69250
17050,93552
17051,52000
17052,56940
17053,67609
17055,73537
17056,-
17057,62551
17058,44974
17059,50647
17060,44706
17061,55114
17062,65759
17063,49020
17064,128125
17065,56118
17066,42031
17067,62529
17068,65913
17069,43750
17070,70731
17071,66250
17072,47730
17073,65938
17074,58511
17075,58750
17076,-
17077,-
17078,63494
17080,52000
17081,39135
17082,54871
17083,-
17084,57963
17086,69583
17087,68571
17088,78750
17090,59650
17093,65909
17094,49583
17097,46250
17098,48529
17099,50446
17101,37578
17102,44863
17103,37541
17104,38115
17109,52886
17110,60025
17111,69401
17112,84083
17113,48448
17120,-
17201,52500
17202,78385
17210,-
17211,48125
17212,70469
17213,49028
17214,39154
17215,64219
17217,69000
17219,51750
17220,26250
17221,42813
17222,64897
17223,38750
17224,65750
17225,74440
17228,55833
17229,44787
17233,50246
17235,76792
17236,66098
17237,60660
17238,56339
17239,65556
17240,68281
17241,58453
17243,50221
17244,62455
17246,71250
17247,41417
17249,50625
17250,-
17251,84500
17252,50599
17253,48750
17254,-
17255,50208
17256,-
17257,55228
17260,43750
17261,-
17262,54018
17263,65515
17264,50733
17265,57656
17266,59583
17267,59643
17268,58568
17270,-
17271,46625
17272,-
17301,72206
17302,65066
17304,76014
17306,71786
17307,67000
17309,61850
17311,46875
17313,60579
17314,77015
17315,65214
17316,89113
17317,68958
17318,42059
17319,75030
17320,82933
17321,75972
17322,77171
17324,64885
17325,63867
17327,77593
17329,83799
17331,64122
17339,81892
17340,72656
17343,-
17344,52857
17345,59722
17347,86133
17349,90556
17350,58536
17352,67102
17353,70150
17355,67188
17356,67507
17360,83881
17361,79238
17362,70561
17363,84275
17364,68264
17365,72934
17366,68875
17368,62015
17370,72841
17371,74792
17372,67576
17401,30726
17402,68639
17403,53852
17404,62473
17406,66100
17407,98304
17408,69728
17501,61771
17502,81402
17505,61450
17507,-
17508,-
17509,68788
17512,48197
17516,71477
17517,73778
17518,70313
17519,73750
17520,77770
17522,60642
17527,82083
17529,59934
17532,74671
17535,71000
17536,76579
17538,89358
17540,64977
17543,72813
17545,65999
17547,68591
17550,-
17551,56739
17552,68042
17554,65338
17555,79191
17557,61142
17560,62826
17562,68614
17563,66087
17565,86726
17566,66378
17569,84013
17570,-
17572,57014
17576,-
17578,68581
17579,72470
17581,80563
17582,85197
17584,79250
17601,74925
17602,56381
17603,55067
17606,-
17701,45779
17702,56163
17721,45741
17723,38594
17724,47131
17727,44375
17728,62328
17729,28750
17730,-
17731,85417
17737,60226
17739,76250
17740,56250
17742,28250
17744,51859
17745,45988
17747,57328
17748,38750
17749,61806
17750,-
17751,58785
17752,57500
17754,67676
17756,60506
17758,50526
17760,61667
17762,60000
17763,48000
17764,35268
17765,52212
17767,51413
17768,53125
17771,58690
17772,62679
17774,54531
17776,50694
17777,53434
17778,41750
17779,-
17801,45565
17810,56125
17812,43542
17813,55625
17814,54194
17815,50272
17820,57978
17821,59390
17822,-
17823,60568
17824,63239
17827,62583
17829,63750
17830,58854
17832,47833
17834,53521
17835,71667
17836,54250
17837,63869
17840,56713
17841,51286
17842,55456
17844,57042
17845,54766
17846,54073
17847,53811
17850,54034
17851,36071
17853,56125
17855,66429
17856,62609
17857,59353
17859,54612
17860,71853
17861,89167
17862,37768
17864,53227
17865,49732
17866,37352
17867,38125
17868,65197
17870,67140
17872,32816
17876,47946
17878,63421
17880,54375
17881,56328
17884,45703
17885,66375
17886,39120
17887,45382
17888,40208
17889,63929
17901,46271
17920,47500
17921,51090
17922,76741
17923,60048
17925,55625
17929,58913
17930,48750
17931,55186
17933,118864
17934,40987
17935,34330
17936,56765
17938,70701
17941,53542
17943,46250
17944,58750
17945,84688
17946,80202
17948,38203
17949,48906
17951,55667
17952,45500
17953,43056
17954,31625
17957,68000
17959,51750
17960,67708
17961,67880
17963,60595
17964,48289
17965,48750
17967,58214
17968,72083
17970,41194
17972,61206
17974,48750
17976,35282
17978,39306
17979,62188
17980,60184
17981,51959
17982,46071
17983,61250
17985,58563
18011,91607
18013,65050
18014,66354
18015,51907
18016,-
18017,73580
18018,56655
18020,84632
18030,42083
18031,92663
18032,61178
18034,88558
18035,-
18036,101842
18037,65684
18038,87846
18040,95467
18041,77215
18042,57393
18045,91180
18046,-
18049,73220
18051,101087
18052,63976
18053,74167
18054,71196
18055,70374
18056,56563
18058,64236
18059,98750
18062,84587
18063,36182
18064,81585
18066,94398
18067,68224
18068,-
18069,93946
18070,87386
18071,66624
18072,64525
18073,91460
18074,89323
18076,66538
18077,85804
18078,90402
18079,66875
18080,64627
18081,43894
18083,69125
18085,59688
18086,47455
18087,65907
18088,64932
18091,60120
18092,93000
18101,26326
18102,33659
18103,56066
18104,73943
18105,-
18106,68874
18109,45196
18195,-
18201,42263
18202,42475
18210,57225
18211,62004
18212,55455
18214,61575
18216,47344
18218,36953
18219,63429
18220,47656
18221,107992
18222,76952
18223,-
18224,45076
18225,-
18229,61880
18230,48750
18231,49886
18232,34426
18234,-
18235,59359
18237,36091
18239,-
18240,53258
18241,55096
18242,37917
18244,48250
18245,36563
18246,50962
18248,51923
18249,77904
18250,51065
18251,-
18252,50643
18254,41715
18255,59886
18256,61176
18301,63119
18302,66010
18321,45227
18322,56887
18323,-
18324,58958
18325,90851
18326,43640
18327,69432
18328,62785
18330,76420
18331,52500
18332,80859
18333,-
18334,62981
18335,-
18336,69570
18337,82026
18340,154609
18342,-
18343,75972
18344,50846
18346,69348
18347,54583
18349,-
18350,62024
18351,56750
18352,86023
18353,75836
18354,63696
18355,111509
18356,77125
18357,-
18360,61833
18370,58343
18371,79960
18372,60338
18403,52917
18405,61027
18407,45746
18411,80340
18413,21786
18414,75238
18415,60125
18417,58977
18419,56944
18420,-
18421,56567
18424,64111
18425,54286
18426,48271
18427,-
18428,57924
18430,-
18431,53742
18433,64938
18434,51450
18435,121111
18436,63047
18437,38125
18438,54750
18439,52500
18441,41806
18443,76944
18444,74928
18445,58750
18446,57458
18447,55304
18451,59479
18452,54675
18453,53611
18454,-
18455,42083
18456,49318
18457,-
18458,70197
18459,-
18460,55750
18461,41875
18462,63393
18463,59904
18464,63472
18465,55486
18466,58771
18469,78882
18470,69063
18471,133542
18472,54828
18473,32400
18503,19545
18504,46094
18505,42135
18507,51429
18508,34970
18509,50656
18510,34415
18512,55615
18517,46621
18518,57563
18519,49852
18602,130417
18603,48779
18610,66606
18612,73345
18614,45085
18615,69479
18616,49844
18617,37750
18618,75764
18619,47083
18621,60523
18622,-
18623,50977
18624,35625
18625,60625
18626,69500
18628,30417
18629,58958
18630,54926
18631,49000
18632,45769
18634,45297
18635,61833
18636,56016
18640,47418
18641,56000
18642,65539
18643,55139
18644,64621
18651,45021
18653,83333
18655,56094
18656,55761
18657,62077
18660,61705
18661,59484
18701,24468
18702,42472
18704,52731
18705,53541
18706,48558
18707,88365
18708,88013
18709,35560
18801,55368
18810,47712
18812,71638
18814,36806
18816,73977
18817,85909
18818,51346
18821,50300
18822,48798
18823,59167
18824,54034
18825,85250
18826,62500
18828,49792
18829,54531
18830,50313
18831,52500
18832,48472
18833,52820
18834,59567
18837,55938
18840,49129
18842,44821
18843,52250
18844,67130
18845,70125
18846,70000
18847,49052
18848,45868
18850,52935
18851,58472
18853,65793
18854,49412
18901,102508
18902,139293
18912,-
18913,-
18914,110669
18915,104444
18917,68824
18920,84306
18923,118083
18925,142727
18929,145227
18930,92582
18932,-
18935,-
18936,-
18938,108985
18940,128308
18942,89186
18944,98041
18947,107250
18950,160547
18951,78872
18954,130268
18955,72188
18960,77472
18962,76406
18964,80022
18966,99067
18969,79859
18970,74432
18972,80778
18974,82046
18976,102871
18977,136786
18980,85882
19001,91456
19002,110041
19003,99923
19004,116475
19006,100714
19007,56662
19008,104886
19009,93068
19010,119698
19012,100859
19013,32345
19014,86973
19015,63815
19017,73750
19018,60724
19020,64046
19021,56700
19022,43953
19023,53279
19025,133514
19026,72618
19027,81098
19029,53871
19030,71997
19031,119688
19032,62229
19033,82006
19034,126198
19035,205764
19036,57832
19038,97415
19040,85931
19041,135729
19043,74732
19044,80587
19046,103212
19047,93547
19050,54800
19053,82087
19054,84608
19055,74489
19056,76031
19057,74038
19060,142661
19061,63596
19063,101599
19064,115244
19066,218571
19067,109381
19070,77340
19072,120714
19073,109471
19074,78370
19075,104928
19076,60694
19078,80361
19079,48250
19081,93986
19082,44483
19083,106168
19085,"250,000+"
19086,118320
19087,145769
19090,77702
19094,68411
19095,76586
19096,132219
19102,96953
19103,76103
19104,26979
19106,107388
19107,57735
19109,-
19111,51051
19112,-
19113,-
19114,60970
19115,55621
19116,57126
19118,89422
19119,64237
19120,37360
19121,21201
19122,37198
19123,78444
19124,33611
19125,72990
19126,44006
19127,75647
19128,74564
19129,79034
19130,84308
19131,37345
19132,21600
19133,20353
19134,31533
19135,45589
19136,51101
19137,53255
19138,41105
19139,30633
19140,22790
19141,32388
19142,33265
19143,34579
19144,34075
19145,46540
19146,69305
19147,81519
19148,52001
19149,45253
19150,47968
19151,49788
19152,52321
19153,48177
19154,67392
19301,90685
19310,65000
19311,107955
19312,143846
19316,74531
19317,125938
19319,244097
19320,75143
19330,87727
19333,109111
19335,112116
19341,103203
19342,111359
19343,136920
19344,66009
19345,-
19348,96373
19350,139049
19352,123232
19355,124729
19358,37031
19362,70412
19363,80666
19365,76375
19367,-
19372,74702
19373,185859
19374,66250
19375,-
19380,104318
19382,100207
19383,-
19390,80805
19401,53696
19403,86787
19405,63460
19406,90468
19422,125561
19425,167702
19426,129159
19428,89830
19435,131331
19436,48047
19437,175278
19438,104882
19440,82881
19442,-
19444,119189
19446,87158
19453,61865
19454,95128
19456,108676
19457,-
19460,99318
19462,97635
19464,62956
19465,89953
19468,82763
19472,-
19473,105226
19474,69158
19475,91153
19477,-
19492,27179
19501,62554
19503,62125
19504,81356
19505,75767
19506,83575
19507,69063
19508,69549
19510,92550
19511,98594
19512,73005
19518,96893
19519,-
19520,88194
19522,77885
19523,-
19525,105282
19526,61161
19529,81949
19530,62804
19533,73298
19534,65000
19535,-
19536,55833
19538,76406
19539,63782
19540,80579
19541,71776
19542,-
19543,89970
19544,38542
19545,64559
19547,87823
19549,48125
19550,51136
19551,77532
19554,51711
19555,66507
19559,52708
19560,62438
19562,54740
19564,88375
19565,66250
19567,64280
19601,29604
19602,26739
19604,38450
19605,68450
19606,71349
19607,61111
19608,88879
19609,79907
19610,76615
19611,44303
19701,88589
19702,80419
19703,59823
19706,62011
19707,128947
19709,102868
19710,-
19711,77188
19713,58247
19716,-
19717,-
19720,62879
19730,95460
19731,40875
19732,-
19733,79688
19734,96733
19735,-
19736,-
19801,30419
19802,46176
19803,107096
19804,61684
19805,47885
19806,77591
19807,128235
19808,78546
19809,73344
19810,93497
19901,48007
19902,-
19904,61089
19930,97016
19931,67083
19933,53995
19934,71919
19936,25469
19938,75276
19939,66728
19940,52770
19941,55547
19943,60992
19944,76500
19945,62688
19946,49896
19947,54822
19950,59500
19951,83476
19952,56156
19953,62301
19954,53750
19955,-
19956,50259
19958,73647
19960,58872
19962,74474
19963,57521
19964,59625
19966,59084
19967,80781
19968,66631
19970,71821
19971,78689
19973,55586
19975,59452
19977,72618
19979,80025
20001,116195
20002,90424
20003,134438
20004,146822
20005,93956
20006,47905
20007,140208
20008,116250
20009,109923
20010,93686
20011,77931
20012,101859
20015,167375
20016,155112
20017,85599
20018,67279
20019,39347
20020,39400
20024,84484
20032,37045
20036,96771
20037,88170
20045,-
20052,-
20053,-
20057,-
20064,-
20105,164138
20106,86118
20109,71913
20110,83671
20111,94038
20112,154245
20115,115217
20117,89183
20118,-
20119,109250
20120,127996
20121,104934
20124,176635
20129,"250,000+"
20130,61550
20132,146505
20135,82583
20136,145575
20137,119667
20139,127375
20141,156481
20143,127031
20144,67361
20147,133805
20148,176269
20151,125649
20152,164181
20155,129412
20158,179815
20164,100948
20165,151086
20166,113050
20169,153047
20170,125319
20171,144425
20175,135449
20176,134052
20180,144792
20181,137420
20184,73229
20186,88107
20187,129161
20190,110096
20191,119834
20194,136917
20197,156944
20198,86492
20202,-
20204,-
20228,-
20230,-
20240,-
20245,-
20260,-
20307,-
20317,31136
20319,-
20373,-
20390,-
20405,-
20418,-
20427,-
20506,-
20510,-
20520,-
20535,-
20540,-
20551,-
20553,-
20560,-
20565,-
20566,-
20593,-
20601,103703
20602,81395
20603,116043
20606,97083
20607,132690
20608,71313
20609,45865
20611,96510
20612,-
20613,124391
20615,112130
20616,97375
20617,106000
20618,59850
20619,95123
20620,95417
20621,70278
20622,108397
20623,142337
20624,87039
20625,95417
20626,-
20628,145000
20629,55917
20630,96875
20632,109583
20634,93435
20636,110154
20637,123816
20639,129805
20640,75814
20645,123125
20646,103453
20650,92094
20653,75161
20657,93750
20658,71250
20659,95275
20660,-
20662,72813
20664,87813
20667,-
20670,53836
20674,-
20675,97917
20676,121307
20677,125089
20678,94059
20680,82344
20684,107500
20685,107821
20686,79475
20687,-
20688,101000
20689,155000
20690,75847
20692,139417
20693,157321
20695,107685
20701,-
20705,89330
20706,78115
20707,82367
20708,76723
20710,45602
20711,83136
20712,57367
20714,95028
20715,117224
20716,100861
20720,140322
20721,131508
20722,73636
20723,117878
20724,103112
20732,106438
20733,103493
20735,112388
20736,142128
20737,67478
20740,69017
20742,-
20743,65152
20744,107276
20745,65845
20746,67643
20747,64759
20748,72760
20751,93355
20754,130250
20755,77412
20758,97361
20759,199145
20762,75969
20763,98603
20764,100491
20765,48472
20769,150156
20770,70867
20772,111792
20774,104239
20776,94580
20777,201744
20778,143250
20779,105611
20781,79000
20782,72679
20783,65623
20784,68603
20785,73363
20794,89324
20812,211875
20814,127223
20815,156686
20816,216604
20817,203557
20818,180368
20832,137282
20833,161792
20837,167768
20838,126250
20839,-
20841,187500
20842,106360
20850,109704
20851,90865
20852,99589
20853,118858
20854,213724
20855,138947
20860,95526
20861,205833
20862,154875
20866,98227
20868,143839
20871,128862
20872,119276
20874,94378
20876,96558
20877,73666
20878,132917
20879,89177
20880,114250
20882,148209
20886,81710
20895,147246
20896,198750
20899,35435
20901,109246
20902,94360
20903,69640
20904,85376
20905,130071
20906,75990
20910,90122
20912,73052
21001,68942
21005,94643
21009,89750
21010,59821
21012,127519
21013,144048
21014,91242
21015,106838
21017,78821
21028,108872
21029,203000
21030,71256
21031,-
21032,125616
21034,82500
21035,154526
21036,177583
21037,111284
21040,66727
21042,156812
21043,123037
21044,106533
21045,103932
21046,111711
21047,119663
21048,111684
21050,108376
21051,161875
21052,95000
21053,102273
21054,121583
21056,150583
21057,131250
21060,76569
21061,68493
21071,202656
21074,85993
21075,105564
21076,117017
21077,114219
21078,79489
21082,134464
21084,108158
21085,89127
21087,109338
21090,97426
21093,101880
21102,90500
21104,149907
21105,-
21108,128526
21111,132679
21113,98071
21114,122728
21117,86793
21120,114881
21122,98845
21128,100417
21130,80926
21131,144570
21132,120385
21133,80969
21136,84011
21140,120577
21144,111446
21146,148936
21152,99500
21153,-
21154,95699
21155,106731
21156,112222
21157,84294
21158,93911
21160,71250
21161,109194
21162,110761
21163,126875
21201,37687
21202,47848
21204,82655
21205,31949
21206,54319
21207,57397
21208,83325
21209,83202
21210,104091
21211,76117
21212,79832
21213,39648
21214,75507
21215,38651
21216,40178
21217,29196
21218,47029
21219,87174
21220,70800
21221,58171
21222,55386
21223,28549
21224,73750
21225,44165
21226,78359
21227,68323
21228,85442
21229,47867
21230,85150
21231,71408
21234,66714
21236,79470
21237,69226
21239,55555
21240,-
21244,68579
21250,-
21251,-
21252,-
21286,87500
21401,103911
21402,93125
21403,93560
21405,110357
21409,123020
21502,46498
21520,58625
21521,41193
21522,65625
21523,38958
21524,44677
21529,44524
21530,44135
21531,41938
21532,48214
21536,58750
21538,40833
21539,49875
21540,38409
21541,45469
21542,46000
21543,34545
21545,46250
21550,50737
21555,63429
21557,51000
21561,55347
21562,42339
21601,71049
21607,96932
21610,53906
21612,77426
21613,48046
21617,108019
21619,95909
21620,63806
21622,63438
21623,72000
21624,73182
21625,88514
21626,52344
21627,-
21628,40000
21629,65216
21631,69934
21632,47361
21634,46250
21635,86150
21636,53750
21638,106071
21639,55417
21640,59250
21641,66875
21643,58567
21644,-
21645,83668
21647,77361
21648,81083
21649,58929
21650,80333
21651,60246
21652,74750
21653,113667
21654,76136
21655,65842
21657,111250
21658,110348
21659,60833
21660,65385
21661,41250
21662,129167
21663,78828
21664,44167
21665,87250
21666,103241
21667,60750
21668,60750
21669,80179
21671,61042
21672,56125
21673,70000
21675,41250
21676,58929
21677,90461
21678,55766
21679,95648
21701,83565
21702,85006
21703,90774
21704,148955
21705,-
21710,121250
21711,75357
21713,82530
21714,-
21716,74845
21717,-
21718,80417
21719,62917
21722,62412
21723,231172
21727,73750
21733,85061
21734,36667
21737,191786
21738,181364
21740,48372
21742,65638
21746,-
21750,52283
21754,136667
21755,109125
21756,79091
21757,80885
21758,80875
21762,-
21766,32366
21767,48750
21769,126534
21770,138750
21771,129615
21773,105519
21774,138393
21776,87120
21777,113319
21778,74375
21779,79909
21780,61683
21781,-
21782,77639
21783,79250
21784,117310
21787,73899
21788,76737
21790,-
21791,86725
21793,93434
21794,171250
21795,64241
21797,136250
21798,82500
21801,54889
21802,-
21804,52638
21810,150488
21811,69747
21813,75577
21814,88056
21817,35029
21821,37314
