RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2/28/2021
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1247237
84654,1,60657,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,991571
61637,2,10023,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1558968
91982,3,77494,Zip,TX,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,360651
84616,4,60614,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,1243489
91940,5,77449,Zip,TX,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,208858
61616,6,10002,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1064698
91733,7,77084,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,209208
93144,8,79936,Zip,TX,TX,El Paso,El Paso,El Paso County,150714
84640,9,60640,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,772128
62037,10,11226,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1075986
61807,11,10467,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,548739
92593,12,78660,Zip,TX,TX,Pflugerville,Austin-Round Rock,Travis County,336560
97564,13,94109,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,2668327
61630,15,10016,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1186986
74101,16,37013,Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,274647
71831,17,32162,Zip,FL,FL,The Villages,The Villages,Sumter County,294120
84646,18,60647,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,610616
62012,19,11201,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,2966753
62045,20,11235,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,893353
62087,21,11375,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,1146761
96107,22,90250,Zip,CA,CA,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles County,762708
92271,23,78130,Zip,TX,TX,New Braunfels,San Antonio-New Braunfels,Comal County,260093
74242,24,37211,Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,323243
61643,25,10029,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,914609
61623,26,10009,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1230189
92036,27,77573,Zip,TX,TX,League City,Houston-The Woodlands-Sugar Land,Galveston County,299518
84620,28,60618,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,592078
92045,29,77584,Zip,TX,TX,Pearland,Houston-The Woodlands-Sugar Land,Brazoria County,285950
61625,30,10011,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,2534672
66126,31,20002,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,802620
61703,32,10128,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,4926024
69816,33,28269,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,261423
92551,34,78613,Zip,TX,TX,Cedar Park,Austin-Round Rock,Williamson County,402672
91926,35,77433,Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,309973
92515,36,78572,Zip,TX,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County,137011
71067,37,30349,Zip,GA,GA,Riverdale,Atlanta-Sandy Springs-Roswell,Clayton County,184936
93123,38,79912,Zip,TX,TX,El Paso,El Paso,El Paso County,218099
90654,39,75052,Zip,TX,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,252163
97771,40,94565,Zip,CA,CA,Pittsburg,San Francisco-Oakland-Hayward,Contra Costa County,636088
74126,41,37042,Zip,TN,TN,Clarksville,Clarksville,Montgomery County,183483
62017,42,11206,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1129253
89925,43,73099,Zip,OK,OK,Yukon,Oklahoma City,Canadian County,186913
96027,44,90046,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,2008581
66133,45,20009,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,917701
91922,46,77429,Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,284813
92341,47,78245,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,206909
91968,48,77479,Zip,TX,TX,Sugar Land,Houston-The Woodlands-Sugar Land,Fort Bend County,401518
61802,49,10462,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,578033
61796,50,10456,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,463098
84615,51,60613,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,1010218
70829,52,30044,Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County,251027
61633,53,10019,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,872614
86026,54,63376,Zip,MO,MO,Saint Peters,St. Louis,Saint Charles County,242702
61617,55,10003,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,2106039
69823,56,28277,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,424656
84627,57,60625,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,548424
70828,58,30043,Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County,287883
62040,59,11230,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1329494
62023,60,11212,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,515127
91685,61,77036,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,228630
61803,62,10463,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,806136
84630,63,60629,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,225073
62020,64,11209,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1157528
70874,65,30096,Zip,GA,GA,Duluth,Atlanta-Sandy Springs-Roswell,Gwinnett County,284774
62032,66,11221,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1204821
60545,67,7030,Zip,NJ,NJ,Hoboken,New York-Newark-Jersey City,Hudson County,931023
99534,68,98052,Zip,WA,WA,Redmond,Seattle-Tacoma-Bellevue,King County,1081555
70810,69,30024,Zip,GA,GA,Suwanee,Atlanta-Sandy Springs-Roswell,Gwinnett County,409929
84612,70,60610,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,953778
92617,71,78704,Zip,TX,TX,Austin,Austin-Round Rock,Travis County,956187
91726,72,77077,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,337280
94748,73,85032,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County,351991
91889,74,77379,Zip,TX,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,283939
90823,75,75287,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,377651
61638,76,10024,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,3741550
92598,77,78666,Zip,TX,TX,San Marcos,Austin-Round Rock,Hays County,266579
66843,78,21234,Zip,MD,MD,Parkville,Baltimore-Columbia-Towson,Baltimore County,241695
72463,79,33160,Zip,FL,FL,Sunny Isles Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,878154
67732,80,23464,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,304060
73221,81,34787,Zip,FL,FL,Winter Garden,Orlando-Kissimmee-Sanford,Orange County,373731
92481,82,78521,Zip,TX,TX,Brownsville,Brownsville-Harlingen,Cameron County,98491
61148,83,8701,Zip,NJ,NJ,Lakewood Township,New York-Newark-Jersey City,Ocean County,434806
90795,84,75243,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,334338
62025,85,11214,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,967474
69672,86,28027,Zip,NC,NC,Concord,Charlotte-Concord-Gastonia,Cabarrus County,291486
62018,87,11207,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,549749
97711,88,94501,Zip,CA,CA,Alameda,San Francisco-Oakland-Hayward,Alameda County,1210257
58669,89,2169,Zip,MA,MA,Quincy,Boston-Cambridge-Newton,Norfolk County,552913
72578,90,33411,Zip,FL,FL,Royal Palm Beach,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,364249
62039,91,11229,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,817943
84621,92,60619,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,176535
92654,93,78745,Zip,TX,TX,Austin,Austin-Round Rock,Travis County,443096
97565,94,94110,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1649209
67730,95,23462,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,244126
72363,96,33025,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County,345040
61798,97,10458,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,591041
90665,98,75067,Zip,TX,TX,Lewisville,Dallas-Fort Worth-Arlington,Denton County,286307
96015,99,90034,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1597052
93263,100,80134,Zip,CO,CO,Parker,Denver-Aurora-Lakewood,Douglas County,584561
72442,101,33139,Zip,FL,FL,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1862190
84613,102,60611,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,599323
98325,103,95630,Zip,CA,CA,Folsom,Sacramento--Roseville--Arden-Arcade,Sacramento County,662312
79054,104,48197,Zip,MI,MI,Ypsilanti,Ann Arbor,Washtenaw County,261886
77007,105,44107,Zip,OH,OH,Lakewood,Cleveland-Elyria,Cuyahoga County,243065
87074,106,66062,Zip,KS,KS,Olathe,Kansas City,Johnson County,314831
62022,107,11211,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1504963
76953,108,44035,Zip,OH,OH,Elyria,Cleveland-Elyria,Lorain County,129951
94870,109,85281,Zip,AZ,AZ,Tempe,Phoenix-Mesa-Scottsdale,Maricopa County,336437
62088,110,11377,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,859423
61793,111,10453,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,661131
96239,112,90805,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,559104
60639,113,7302,Zip,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County,1084385
96193,114,90650,Zip,CA,CA,Norwalk,Los Angeles-Long Beach-Anaheim,Los Angeles County,569930
96025,115,90044,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,544045
95048,116,85710,Zip,AZ,AZ,Tucson,Tucson,Pima County,239854
96990,117,92683,Zip,CA,CA,Westminster,Los Angeles-Long Beach-Anaheim,Orange County,790513
94820,118,85225,Zip,AZ,AZ,Chandler,Phoenix-Mesa-Scottsdale,Maricopa County,339437
62044,119,11234,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,672085
71005,120,30281,Zip,GA,GA,Stockbridge,Atlanta-Sandy Springs-Roswell,Henry County,207870
74156,121,37075,Zip,TN,TN,Hendersonville,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,348709
62067,122,11355,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,942177
62048,123,11238,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,2154131
92576,124,78641,Zip,TX,TX,Leander,Austin-Round Rock,Williamson County,356649
61790,125,10314,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,599074
65810,126,19143,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,167446
93146,127,79938,Zip,TX,TX,El Paso,El Paso,El Paso County,172873
96467,128,91709,Zip,CA,CA,Chino Hills,Riverside-San Bernardino-Ontario,San Bernardino County,772863
62026,129,11215,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,2193799
61792,130,10452,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,594668
84619,131,60617,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,152910
95309,132,87114,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,267382
71864,133,32210,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,175491
76511,134,43081,Zip,OH,OH,Westerville,Columbus,Franklin County,302071
97764,135,94558,Zip,CA,CA,Napa,Napa,Napa County,797470
96007,136,90026,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1079809
91221,137,76063,Zip,TX,TX,Mansfield,Dallas-Fort Worth-Arlington,Tarrant County,319382
91950,138,77459,Zip,TX,TX,Missouri City,Houston-The Woodlands-Sugar Land,Fort Bend County,297632
96545,139,91910,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County,650790
69431,140,27587,Zip,NC,NC,Wake Forest,Raleigh,Wake County,368706
70825,141,30040,Zip,GA,GA,Cumming,Atlanta-Sandy Springs-Roswell,Forsyth County,381665
97431,142,93722,Zip,CA,CA,Fresno,Fresno,Fresno County,300044
99142,142,97229,Zip,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County,648009
60081,144,6010,Zip,CT,CT,Bristol,Hartford-West Hartford-East Hartford,Hartford County,221685
65133,145,17603,Zip,PA,PA,Lancaster Township,Lancaster,Lancaster County,220368
91198,146,76028,Zip,TX,TX,Burleson,Dallas-Fort Worth-Arlington,Johnson County,257933
72901,147,33908,Zip,FL,FL,Fort Myers,Cape Coral-Fort Myers,Lee County,371151
76534,148,43123,Zip,OH,OH,Grove City,Columbus,Franklin County,245037
90657,149,75056,Zip,TX,TX,The Colony,Dallas-Fort Worth-Arlington,Denton County,353743
95804,150,89108,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,265269
94890,151,85308,Zip,AZ,AZ,Glendale,Phoenix-Mesa-Scottsdale,Maricopa County,365600
92520,152,78577,Zip,TX,TX,Pharr,McAllen-Edinburg-Mission,Hidalgo County,117845
92336,153,78240,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,224512
97740,154,94533,Zip,CA,CA,Fairfield,Vallejo-Fairfield,Solano County,454046
95306,155,87111,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,324014
63776,156,14850,Zip,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,286555
72362,158,33024,Zip,FL,FL,Pembroke Pines,Miami-Fort Lauderdale-West Palm Beach,Broward County,339003
99500,159,98012,Zip,WA,WA,Bothell,Seattle-Tacoma-Bellevue,Snohomish County,726297
79040,160,48180,Zip,MI,MI,Taylor,Detroit-Warren-Dearborn,Wayne County,135441
92125,161,77845,Zip,TX,TX,College Station,College Station-Bryan,Brazos County,276934
71038,162,30318,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County,302054
76971,163,44060,Zip,OH,OH,Mentor,Cleveland-Elyria,Lake County,223965
94940,164,85364,Zip,AZ,AZ,Yuma,Yuma,Yuma County,184519
98304,165,95608,Zip,CA,CA,Carmichael,Sacramento--Roseville--Arden-Arcade,Sacramento County,503005
76491,166,43055,Zip,OH,OH,Newark,Columbus,Licking County,162424
62093,167,11385,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,722752
72737,168,33647,Zip,FL,FL,Tampa,Tampa-St. Petersburg-Clearwater,Hillsborough County,347158
96987,169,92677,Zip,CA,CA,Laguna Niguel,Los Angeles-Long Beach-Anaheim,Orange County,1069897
77094,170,44256,Zip,OH,OH,Medina,Cleveland-Elyria,Medina County,278964
58660,171,2148,Zip,MA,MA,Malden,Boston-Cambridge-Newton,Middlesex County,571898
64180,172,15601,Zip,PA,PA,Greensburg,Pittsburgh,Westmoreland County,215584
93203,173,80013,Zip,CO,CO,Aurora,Denver-Aurora-Lakewood,Arapahoe County,414308
96047,174,90066,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1721358
66705,175,20906,Zip,MD,MD,Silver Spring,Washington-Arlington-Alexandria,Montgomery County,437892
78823,176,47906,Zip,IN,IN,West Lafayette,Lafayette-West Lafayette,Tippecanoe County,261743
87019,177,65807,Zip,MO,MO,Springfield,Springfield,Greene County,162841
60499,178,6902,Zip,CT,CT,Stamford,Bridgeport-Stamford-Norwalk,Fairfield County,627640
77400,179,45011,Zip,OH,OH,Hamilton,Cincinnati,Butler County,257714
70953,180,30188,Zip,GA,GA,Woodstock,Atlanta-Sandy Springs-Roswell,Cherokee County,316551
96817,181,92336,Zip,CA,CA,Fontana,Riverside-San Bernardino-Ontario,San Bernardino County,542534
100179,182,99301,Zip,WA,WA,Pasco,Kennewick-Richland,Franklin County,311426
61808,183,10468,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,600319
62085,184,11373,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,894351
86717,185,65203,Zip,MO,MO,Columbia,Columbia,Boone County,268246
69699,186,28078,Zip,NC,NC,Huntersville,Charlotte-Concord-Gastonia,Mecklenburg County,363974
84622,187,60620,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,179370
78085,188,46307,Zip,IN,IN,Crown Point,Chicago-Naperville-Elgin,Lake County,265650
98432,189,95823,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,357369
96825,190,92345,Zip,CA,CA,Hesperia,Riverside-San Bernardino-Ontario,San Bernardino County,320040
69450,191,27610,Zip,NC,NC,Raleigh,Raleigh,Wake County,232089
73014,192,34135,Zip,FL,FL,Bonita Springs,Cape Coral-Fort Myers,Lee County,373981
95314,193,87120,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,249866
69340,194,27410,Zip,NC,NC,Greensboro,Greensboro-High Point,Guilford County,278013
90638,195,75035,Zip,TX,TX,Frisco,Dallas-Fort Worth-Arlington,Collin County,430686
99563,196,98103,Zip,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,925845
91941,197,77450,Zip,TX,TX,Cinco Ranch,Houston-The Woodlands-Sugar Land,Fort Bend County,285584
98411,198,95747,Zip,CA,CA,Roseville,Sacramento--Roseville--Arden-Arcade,Placer County,561466
95817,199,89121,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,268553
69336,200,27406,Zip,NC,NC,Greensboro,Greensboro-High Point,Guilford County,158755
97023,201,92804,Zip,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County,700333
61169,202,8753,Zip,NJ,NJ,Toms River,New York-Newark-Jersey City,Ocean County,314709
90780,203,75228,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,230794
96667,204,92126,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,760097
61642,205,10028,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,3754828
84635,206,60634,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,327353
66135,207,20011,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,759671
76539,208,43130,Zip,OH,OH,Lancaster,Columbus,Fairfield County,180450
91325,209,76244,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,294772
96882,210,92503,Zip,CA,CA,Riverside,Riverside-San Bernardino-Ontario,Riverside County,475545
96546,211,91911,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County,611383
70698,212,29732,Zip,SC,SC,Rock Hill,Charlotte-Concord-Gastonia,York County,247061
71871,213,32218,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,221592
67180,214,22191,Zip,VA,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,377527
69849,215,28314,Zip,NC,NC,Fayetteville,Fayetteville,Cumberland County,147024
71902,216,32256,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,369326
62043,217,11233,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1083003
67655,218,23320,Zip,VA,VA,Chesapeake,Virginia Beach-Norfolk-Newport News,Chesapeake City,308265
75696,219,40475,Zip,KY,KY,Richmond,Richmond-Berea,Madison County,209004
67010,220,21740,Zip,MD,MD,Hagerstown,Hagerstown-Martinsburg,Washington County,194949
96643,221,92101,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,670236
96000,222,90019,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1274433
73183,223,34711,Zip,FL,FL,Clermont,Orlando-Kissimmee-Sanford,Lake County,302437
70835,224,30052,Zip,GA,GA,Loganville,Atlanta-Sandy Springs-Roswell,Gwinnett County,265300
74815,225,38401,Zip,TN,TN,Columbia,Nashville-Davidson--Murfreesboro--Franklin,Maury County,245195
91744,226,77095,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,254753
60518,227,7002,Zip,NJ,NJ,Bayonne,New York-Newark-Jersey City,Hudson County,455381
70826,228,30041,Zip,GA,GA,Cumming,Atlanta-Sandy Springs-Roswell,Forsyth County,423009
84285,229,60016,Zip,IL,IL,Des Plaines,Chicago-Naperville-Elgin,Cook County,302141
72347,230,33009,Zip,FL,FL,Hallandale,Miami-Fort Lauderdale-West Palm Beach,Broward County,308356
97743,231,94536,Zip,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County,1227584
95785,232,89052,Zip,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County,483601
90226,233,74012,Zip,OK,OK,Broken Arrow,Tulsa,Tulsa County,186031
61797,234,10457,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,540266
93490,235,80634,Zip,CO,CO,Greeley,Greeley,Weld County,380051
76471,236,43026,Zip,OH,OH,Hilliard,Columbus,Franklin County,306784
96934,237,92592,Zip,CA,CA,Temecula,Riverside-San Bernardino-Ontario,Riverside County,573152
76597,238,43230,Zip,OH,OH,Gahanna,Columbus,Franklin County,274483
95813,239,89117,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,402142
70859,240,30080,Zip,GA,GA,Smyrna,Atlanta-Sandy Springs-Roswell,Cobb County,379935
66125,241,20001,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,859303
69533,242,27834,Zip,NC,NC,Greenville,Greenville,Pitt County,139163
96125,243,90280,Zip,CA,CA,South Gate,Los Angeles-Long Beach-Anaheim,Los Angeles County,531656
70294,244,29072,Zip,SC,SC,Lexington,Columbia,Lexington County,250259
78042,245,46227,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County,184130
71895,246,32244,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,196849
66785,247,21117,Zip,MD,MD,Owings Mills,Baltimore-Columbia-Towson,Baltimore County,329148
61641,248,10027,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1335579
65779,249,19111,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,233212
96083,250,90201,Zip,CA,CA,Bell,Los Angeles-Long Beach-Anaheim,Los Angeles County,534642
96477,251,91730,Zip,CA,CA,Rancho Cucamonga,Riverside-San Bernardino-Ontario,San Bernardino County,556019
78975,252,48103,Zip,MI,MI,Ann Arbor,Ann Arbor,Washtenaw County,421149
62046,253,11236,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,603097
90759,254,75206,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,553353
95985,255,90004,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1674475
74185,256,37128,Zip,TN,TN,Murfreesboro,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County,304082
96651,257,92109,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,1305727
70842,258,30062,Zip,GA,GA,Marietta,Atlanta-Sandy Springs-Roswell,Cobb County,394751
84629,259,60628,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,135961
60599,260,7093,Zip,NJ,NJ,West New York,New York-Newark-Jersey City,Hudson County,548911
72247,261,32822,Zip,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County,237016
71050,262,30331,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County,215505
90769,263,75217,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,163098
58743,264,2360,Zip,MA,MA,Plymouth,Boston-Cambridge-Newton,Plymouth County,446085
73233,265,34953,Zip,FL,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,268294
74187,266,37130,Zip,TN,TN,Murfreesboro,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County,262393
72488,267,33186,Zip,FL,FL,The Crossings,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,382182
58666,268,2155,Zip,MA,MA,Medford,Boston-Cambridge-Newton,Middlesex County,716132
61895,269,10701,Zip,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,566504
72350,270,33012,Zip,FL,FL,Hialeah,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,398303
96368,271,91342,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,647183
96208,272,90706,Zip,CA,CA,Bellflower,Los Angeles-Long Beach-Anaheim,Los Angeles County,616434
96816,273,92335,Zip,CA,CA,Fontana,Riverside-San Bernardino-Ontario,San Bernardino County,431818
97991,274,95123,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1099927
96590,275,92021,Zip,CA,CA,El Cajon,San Diego-Carlsbad,San Diego County,605822
71837,276,32174,Zip,FL,FL,Ormond Beach,Deltona-Daytona Beach-Ormond Beach,Volusia County,286236
67222,277,22304,Zip,VA,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,561554
95315,278,87121,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,187987
62084,279,11372,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,943002
67182,280,22193,Zip,VA,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,391132
97118,280,93065,Zip,CA,CA,Simi Valley,Oxnard-Thousand Oaks-Ventura,Ventura County,681886
69555,282,27858,Zip,NC,NC,Greenville,Greenville,Pitt County,201332
77850,283,45840,Zip,OH,OH,Findlay,Findlay,Hancock County,173629
84647,284,60649,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,205674
72392,285,33063,Zip,FL,FL,Margate,Miami-Fort Lauderdale-West Palm Beach,Broward County,316298
69487,286,27703,Zip,NC,NC,Durham,Durham-Chapel Hill,Durham County,270202
67722,287,23454,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,359712
84628,288,60626,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,442176
72393,289,33064,Zip,FL,FL,Pompano Beach,Miami-Fort Lauderdale-West Palm Beach,Broward County,278906
79044,290,48185,Zip,MI,MI,Westland,Detroit-Warren-Dearborn,Wayne County,182999
96959,291,92627,Zip,CA,CA,Costa Mesa,Los Angeles-Long Beach-Anaheim,Orange County,1080492
72365,292,33027,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County,445974
95043,293,85705,Zip,AZ,AZ,Tucson,Tucson,Pima County,195217
72530,294,33311,Zip,FL,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,256488
61200,295,8831,Zip,NJ,NJ,Monroe Township,New York-Newark-Jersey City,Middlesex County,467780
66242,296,20147,Zip,VA,VA,Ashburn,Washington-Arlington-Alexandria,Loudoun County,629786
